song_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_labels
1002,0.731,0.563,0.131,0.191,0.00042,0.296,0.452,184.009,7
1003,0.728,0.878,0.0564,0.176,0.856,0.61,0.911,126.59,2
1004,0.618,0.474,0.0238,0.403,0.0,0.0882,0.384,82.036,4
1005,0.65,0.8,0.0321,0.00849,0.155,0.0678,0.956,136.2,8
1006,0.741,0.267,0.0285,0.253,0.000447,0.0987,0.497,102.428,5
1007,0.677,0.863,0.0433,0.236,0.0,0.258,0.875,114.328,9
1008,0.619,0.724,0.0298,0.063,0.00211,0.363,0.717,119.993,9
1009,0.798,0.778,0.29,0.00684,1.79e-06,0.0883,0.403,129.028,2
1010,0.77,0.888,0.0342,0.511,8.39e-06,0.0472,0.919,124.659,2
1011,0.412,0.782,0.058,0.308,0.00822,0.0775,0.705,96.732,1
1012,0.499,0.802,0.0547,0.0136,1.56e-06,0.128,0.504,107.705,5
1013,0.623,0.377,0.0375,0.105,0.0,0.0911,0.448,112.432,9
1014,0.551,0.833,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,2
1015,0.51,0.981,0.0901,7.76e-05,0.00142,0.111,0.723,138.039,8
1016,0.68,0.933,0.0329,0.00886,0.0115,0.58,0.966,125.056,2
1017,0.708,0.647,0.0298,0.117,0.0,0.111,0.654,129.95,2
1018,0.336,0.664,0.102,0.166,1.31e-06,0.0575,0.294,186.394,6
1019,0.741,0.667,0.134,0.0575,0.0,0.106,0.595,112.956,9
1020,0.734,0.828,0.0318,0.0346,0.118,0.071,0.964,127.06,2
1021,0.586,0.839,0.0363,0.00985,0.0,0.289,0.763,138.002,8
1022,0.824,0.879,0.118,0.11,0.0,0.146,0.662,140.097,8
1023,0.657,0.533,0.0275,0.056,5.3e-06,0.0729,0.7,106.755,5
1024,0.878,0.951,0.069,0.0317,0.544,0.0614,0.607,111.334,5
1025,0.493,0.244,0.0277,0.707,0.000462,0.121,0.222,87.044,1
1026,0.53,0.707,0.0387,0.00921,0.0,0.215,0.208,116.194,9
1027,0.639,0.788,0.0307,0.0969,0.000231,0.283,0.717,110.005,5
1028,0.854,0.806,0.0886,0.0209,0.0542,0.0703,0.637,124.927,2
1029,0.445,0.49,0.0264,0.301,1.47e-06,0.0964,0.342,93.61,1
1030,0.636,0.507,0.0295,0.664,0.0,0.371,0.258,112.695,9
1031,0.817,0.836,0.0544,0.00306,0.11,0.0542,0.644,122.036,9
1032,0.447,0.839,0.254,0.0304,1.76e-06,0.189,0.677,174.959,7
1033,0.544,0.353,0.0303,0.706,0.0,0.105,0.357,138.059,8
1034,0.614,0.839,0.0702,0.0291,0.0,0.112,0.657,182.123,7
1035,0.412,0.528,0.0259,0.298,5.03e-05,0.332,0.175,79.962,4
1036,0.703,0.728,0.0353,0.266,0.0,0.355,0.696,116.004,9
1037,0.482,0.829,0.0437,0.00034,0.0,0.378,0.739,147.99,0
1038,0.912,0.716,0.0697,0.0904,0.0,0.0491,0.377,94.981,1
1039,0.578,0.606,0.0282,0.377,0.0,0.317,0.357,73.912,4
1040,0.751,0.467,0.036,0.173,0.0,0.217,0.568,98.783,1
1041,0.506,0.733,0.0402,0.0182,1.49e-06,0.0658,0.261,105.01,5
1042,0.687,0.864,0.0372,0.127,0.000695,0.0522,0.96,121.098,9
1043,0.662,0.627,0.0331,0.0422,0.000657,0.111,0.413,109.01,5
1044,0.746,0.841,0.0295,0.00652,9.9e-05,0.101,0.964,107.941,5
1045,0.563,0.476,0.0329,0.265,0.0,0.494,0.432,121.67,9
1046,0.696,0.793,0.097,0.0683,3.78e-06,0.18,0.698,120.003,9
1047,0.592,0.465,0.0279,0.663,0.000776,0.0918,0.283,75.976,4
1048,0.7,0.695,0.0897,0.00629,0.0,0.0319,0.633,122.028,9
1049,0.656,0.584,0.0267,0.0275,0.000106,0.0398,0.837,140.991,8
1050,0.608,0.737,0.0369,0.212,0.000202,0.0995,0.632,164.345,3
1051,0.407,0.679,0.0359,0.238,0.929,0.814,0.855,149.195,0
1052,0.433,0.946,0.0398,0.00264,0.0,0.198,0.578,95.169,1
1053,0.435,0.444,0.0336,0.159,0.000705,0.457,0.734,103.818,5
1054,0.768,0.853,0.0427,0.0548,0.13,0.0188,0.889,107.234,5
1055,0.702,0.871,0.0926,0.127,4.18e-05,0.0819,0.664,107.982,5
1056,0.405,0.21,0.0279,0.584,0.0,0.139,0.174,100.577,1
1057,0.375,0.862,0.255,0.071,0.0,0.211,0.478,159.841,3
1058,0.717,0.671,0.0337,0.0018,2.54e-06,0.0921,0.699,110.054,5
1059,0.589,0.369,0.0321,0.855,0.0,0.352,0.529,132.954,8
1060,0.553,0.743,0.0281,0.0365,1.65e-05,0.194,0.528,166.499,3
1061,0.538,0.742,0.114,0.138,4.67e-05,0.0934,0.25,96.107,1
1062,0.572,0.992,0.233,0.073,0.00065,0.18,0.472,129.997,2
1063,0.838,0.72,0.0483,0.0862,0.00696,0.0772,0.203,122.993,2
1064,0.724,0.804,0.0448,0.124,0.0,0.204,0.306,124.987,2
1065,0.505,0.833,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,2
1066,0.486,0.713,0.0524,0.0853,0.0,0.0839,0.297,121.028,9
1067,0.439,0.697,0.045,0.529,0.0,0.215,0.627,115.904,9
1068,0.795,0.615,0.0671,0.0786,2.98e-06,0.0855,0.393,110.009,5
1069,0.444,0.703,0.0641,0.00112,0.0761,0.127,0.419,106.228,5
1070,0.806,0.902,0.0475,0.00127,0.0,0.212,0.961,128.943,2
1071,0.527,0.74,0.0413,0.153,0.00063,0.159,0.498,164.01,3
1072,0.69,0.784,0.032,0.323,0.0,0.203,0.669,106.066,5
1073,0.687,0.771,0.0384,0.164,2.46e-05,0.112,0.445,129.964,2
1074,0.724,0.491,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,5
1075,0.634,0.689,0.285,0.0793,0.0,0.296,0.653,184.87,7
1076,0.838,0.492,0.038,0.251,0.0,0.262,0.895,115.092,9
1077,0.537,0.789,0.0549,0.372,2.66e-05,0.138,0.527,123.763,2
1078,0.609,0.836,0.0239,0.0183,1.44e-05,0.293,0.594,105.76,5
1079,0.349,0.564,0.0344,0.123,0.0,0.219,0.222,158.277,3
1080,0.62,0.869,0.175,0.0181,0.0,0.369,0.76,151.684,0
1081,0.663,0.546,0.0269,0.0322,0.000572,0.107,0.656,88.171,1
1082,0.69,0.845,0.0339,0.0193,0.0,0.101,0.638,114.948,9
1083,0.445,0.955,0.0856,0.0326,0.284,0.317,0.336,123.343,2
1084,0.69,0.928,0.061,0.00937,0.0,0.547,0.604,130.889,2
1085,0.698,0.826,0.031,0.2,0.00013,0.114,0.502,92.409,1
1086,0.672,0.718,0.0434,0.451,0.000883,0.107,0.907,118.083,9
1087,0.745,0.86,0.0439,0.152,0.00411,0.636,0.754,111.804,5
1088,0.878,0.619,0.102,0.0533,0.0,0.113,0.639,136.041,8
1089,0.439,0.654,0.0524,0.00826,0.000142,0.173,0.918,96.509,1
1090,0.363,0.388,0.034,0.749,0.0,0.363,0.348,76.099,4
1091,0.727,0.974,0.0664,0.103,0.000532,0.174,0.965,79.526,4
1092,0.607,0.724,0.0517,0.00392,0.0,0.0712,0.414,130.008,2
1093,0.721,0.805,0.048,0.0278,0.000985,0.0495,0.885,135.679,8
1094,0.523,0.402,0.0305,0.778,0.0,0.432,0.675,70.863,4
1095,0.656,0.646,0.0336,0.0575,0.00464,0.16,0.75,117.586,9
1097,0.484,0.491,0.0489,0.733,0.0,0.0813,0.62,104.309,5
1098,0.746,0.754,0.0676,0.0152,0.0,0.0486,0.746,149.882,0
1099,0.65,0.531,0.0364,0.457,0.0,0.249,0.487,78.946,4
1100,0.536,0.863,0.0982,0.156,0.0,0.0695,0.464,134.868,8
1101,0.57,0.867,0.0247,3.6e-05,0.0174,0.2,0.818,100.318,1
1102,0.322,0.733,0.045,0.223,0.0,0.11,0.585,92.133,1
1103,0.608,0.909,0.0315,0.021,0.125,0.0795,0.856,100.872,5
1104,0.715,0.846,0.0844,0.00277,0.0152,0.252,0.455,127.994,2
1105,0.676,0.646,0.0461,0.573,0.0,0.105,0.635,104.005,5
1106,0.434,0.149,0.0282,0.87,0.812,0.0911,0.306,76.455,4
1107,0.437,0.864,0.0904,0.396,0.0314,0.242,0.749,81.394,4
1108,0.865,0.617,0.0589,0.314,1.55e-05,0.124,0.817,128.956,2
1109,0.536,0.814,0.0497,0.00525,0.155,0.787,0.512,141.993,0
1110,0.549,0.335,0.026,0.394,1.38e-05,0.182,0.33,97.171,1
1111,0.42,0.936,0.108,0.00048,7.6e-06,0.259,0.691,124.107,2
1112,0.46,0.873,0.0601,0.0161,4.85e-05,0.255,0.485,146.244,0
1113,0.673,0.732,0.0255,0.0908,0.0,0.254,0.778,118.763,9
1114,0.837,0.868,0.0389,0.0179,0.515,0.107,0.88,123.004,2
1115,0.435,0.887,0.0846,0.0089,0.0,0.161,0.463,154.451,3
1116,0.263,0.834,0.0405,1.17e-05,0.0481,0.0818,0.706,167.433,3
1117,0.755,0.763,0.0473,0.405,0.0,0.318,0.932,122.045,9
1118,0.795,0.755,0.0413,0.0784,7.75e-05,0.353,0.853,120.184,9
1119,0.555,0.609,0.0318,0.19,0.0,0.261,0.849,119.777,9
1120,0.625,0.726,0.0444,0.0158,0.000169,0.0625,0.507,124.945,2
1121,0.695,0.652,0.0316,0.074,6.89e-05,0.0787,0.962,131.857,8
1122,0.312,0.499,0.0397,0.272,0.0,0.0901,0.191,148.173,0
1123,0.624,0.554,0.0225,0.191,0.00131,0.299,0.311,97.031,1
1124,0.597,0.839,0.389,0.00105,1.16e-06,0.617,0.412,129.942,2
1125,0.652,0.877,0.0465,0.0227,0.0,0.0789,0.486,118.491,9
1126,0.925,0.875,0.0371,0.19,0.00495,0.0287,0.973,132.8,8
1127,0.526,0.882,0.0509,0.0014,0.0,0.144,0.424,144.982,0
1128,0.573,0.66,0.0389,0.0117,0.000437,0.123,0.75,129.503,2
1129,0.703,0.726,0.0245,0.0108,0.0,0.161,0.785,103.019,5
1130,0.64,0.676,0.0418,0.16,0.122,0.0867,0.562,119.993,9
1131,0.399,0.942,0.174,0.0631,0.0,0.0909,0.6,119.65,9
1132,0.601,0.691,0.35,0.0249,0.0,0.124,0.513,97.799,1
1133,0.509,0.935,0.0411,0.178,5.21e-05,0.119,0.527,97.921,1
1134,0.392,0.579,0.164,0.835,0.00179,0.145,0.549,80.961,4
1135,0.649,0.647,0.0452,0.0039,0.161,0.0686,0.405,125.02,2
1136,0.546,0.931,0.0341,0.000299,2.92e-05,0.11,0.643,125.495,2
1137,0.576,0.526,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,9
1138,0.544,0.389,0.036,0.616,0.0,0.137,0.226,127.87,2
1139,0.648,0.89,0.0429,0.288,0.0,0.119,0.808,126.956,2
1140,0.938,0.735,0.0434,0.00952,0.0,0.0998,0.55,103.7,5
1141,0.568,0.776,0.0319,0.00851,0.00263,0.184,0.658,126.962,2
1142,0.558,0.296,0.0427,0.907,0.0,0.108,0.463,76.04,4
1143,0.593,0.74,0.0339,0.363,2.22e-05,0.102,0.502,118.008,9
1144,0.485,0.259,0.0375,0.771,0.0,0.371,0.238,78.158,4
1145,0.689,0.946,0.0397,0.00658,0.00189,0.262,0.392,125.037,2
1146,0.608,0.471,0.0945,0.446,3.63e-06,0.369,0.682,70.702,4
1147,0.728,0.619,0.0379,0.0884,8.44e-05,0.039,0.747,128.845,2
1148,0.696,0.768,0.0308,0.00461,1.21e-06,0.101,0.692,121.05,9
1149,0.324,0.448,0.0345,0.818,0.0,0.948,0.323,116.562,9
1150,0.546,0.733,0.0299,0.0399,1.11e-06,0.235,0.91,107.285,5
1151,0.68,0.826,0.0671,0.0683,0.444,0.0861,0.963,158.314,3
1152,0.336,0.229,0.0314,0.819,0.0,0.105,0.46,114.888,9
1153,0.671,0.74,0.0389,0.122,0.0,0.196,0.102,125.0,2
1154,0.741,0.79,0.0469,0.113,0.0,0.0542,0.528,104.043,5
1155,0.427,0.967,0.0514,0.00364,0.000184,0.228,0.613,154.919,3
1156,0.492,0.728,0.0852,0.133,0.0,0.345,0.749,69.992,4
1157,0.536,0.783,0.134,0.0954,0.0,0.199,0.345,125.688,2
1158,0.79,0.694,0.0708,0.145,0.00252,0.281,0.508,103.007,5
1159,0.356,0.913,0.0499,0.0339,0.0,0.221,0.537,171.157,7
1160,0.325,0.532,0.0308,0.496,0.0,0.134,0.162,129.021,2
1161,0.557,0.783,0.234,0.0171,0.0172,0.151,0.442,177.008,7
1162,0.43,0.53,0.0256,0.137,0.0,0.193,0.156,82.45,4
1163,0.591,0.978,0.0546,0.00187,3.77e-06,0.134,0.57,115.812,9
1164,0.6,0.663,0.0477,0.225,0.0,0.119,0.286,121.07,9
1165,0.644,0.889,0.14,0.328,4.81e-06,0.164,0.393,116.053,9
1166,0.31,0.403,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,8
1167,0.725,0.729,0.0283,0.0226,0.000572,0.363,0.542,128.048,2
1168,0.881,0.874,0.139,0.0175,1.14e-06,0.154,0.858,107.891,5
1169,0.948,0.567,0.0705,0.185,3.08e-05,0.287,0.905,136.54,8
1170,0.398,0.517,0.0328,0.31,1.66e-06,0.165,0.527,97.773,1
1171,0.516,0.776,0.0412,0.399,0.00128,0.21,0.859,177.399,7
1172,0.63,0.504,0.0334,0.0953,0.0,0.308,0.487,89.946,1
1173,0.643,0.783,0.0856,0.047,0.0,0.083,0.579,154.084,3
1174,0.615,0.733,0.0335,0.152,0.0,0.109,0.796,122.58,2
1175,0.609,0.378,0.438,0.835,0.0,0.28,0.515,100.418,1
1176,0.741,0.395,0.0609,0.711,0.8,0.103,0.172,93.998,1
1177,0.458,0.445,0.361,0.64,0.0,0.118,0.447,82.82,4
1178,0.709,0.728,0.185,0.000811,0.105,0.564,0.572,180.107,7
1179,0.594,0.771,0.0443,0.313,0.00474,0.0694,0.953,104.389,5
1180,0.662,0.618,0.0455,0.0537,0.0,0.355,0.261,134.022,8
1181,0.64,0.947,0.102,0.0581,0.0,0.0656,0.708,145.108,0
1182,0.709,0.745,0.0738,0.0225,5.2e-05,0.154,0.576,126.027,2
1183,0.753,0.461,0.0406,0.0516,5.15e-06,0.0668,0.586,138.048,8
1184,0.453,0.975,0.291,0.0518,1.57e-06,0.223,0.155,129.174,2
1185,0.877,0.884,0.143,0.0304,0.0,0.0695,0.708,122.985,2
1186,0.685,0.91,0.0459,0.0347,0.0419,0.265,0.978,125.983,2
1187,0.563,0.497,0.0269,0.0177,4.91e-05,0.274,0.38,156.762,3
1188,0.549,0.568,0.0336,0.786,4.79e-06,0.0835,0.245,115.046,9
1189,0.734,0.71,0.0389,0.0915,2.28e-05,0.0635,0.715,107.901,5
1191,0.658,0.879,0.0277,0.000155,0.0283,0.241,0.967,135.004,8
1192,0.487,0.852,0.0489,0.0376,4.06e-06,0.0995,0.666,143.258,0
1193,0.55,0.854,0.036,0.661,0.0,0.112,0.965,159.231,3
1194,0.528,0.447,0.0435,0.189,0.0,0.0745,0.292,72.58,4
1195,0.378,0.638,0.075,0.02,7.66e-05,0.0849,0.735,184.086,7
1196,0.788,0.798,0.0375,0.0601,0.00151,0.11,0.969,129.61,2
1197,0.78,0.493,0.124,0.181,0.0,0.108,0.82,134.086,8
1198,0.699,0.28,0.0324,0.731,0.0276,0.0818,0.5,120.04,9
1199,0.695,0.836,0.0395,0.00611,0.0,0.167,0.629,139.825,8
1200,0.803,0.765,0.357,0.341,0.0,0.283,0.833,100.039,1
1201,0.639,0.861,0.0435,0.221,0.0,0.0525,0.824,133.268,8
1202,0.462,0.319,0.0255,0.74,0.000758,0.0803,0.489,89.672,1
1203,0.648,0.622,0.0428,0.00152,5.97e-05,0.109,0.51,88.684,1
1204,0.651,0.938,0.072,0.147,0.0,0.0755,0.665,127.993,2
1205,0.533,0.903,0.0755,9.5e-05,0.443,0.0828,0.495,129.984,2
1206,0.489,0.867,0.071,0.025,0.0,0.586,0.409,162.131,3
1207,0.482,0.787,0.396,0.0251,0.0,0.209,0.277,107.03,5
1208,0.587,0.299,0.0263,0.779,0.0,0.123,0.356,94.992,1
1209,0.659,0.919,0.0333,0.155,0.0054,0.312,0.631,123.135,2
1210,0.686,0.609,0.0444,0.258,0.00015,0.113,0.719,127.736,2
1211,0.72,0.471,0.028,0.676,0.0,0.0456,0.849,101.636,5
1212,0.689,0.685,0.0478,0.0921,0.0,0.119,0.398,160.067,3
1213,0.468,0.933,0.0852,0.623,0.0,0.952,0.867,85.505,4
1214,0.745,0.742,0.0259,0.42,0.0,0.102,0.806,95.996,1
1215,0.259,0.437,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,7
1216,0.667,0.614,0.0314,0.0663,0.0,0.111,0.161,113.979,9
1217,0.532,0.887,0.0335,0.0778,0.000214,0.294,0.795,122.511,9
1218,0.81,0.759,0.0376,0.111,4.73e-06,0.0919,0.615,104.993,5
1219,0.569,0.275,0.0369,0.755,0.0,0.0817,0.203,117.087,9
1220,0.195,0.483,0.03,0.465,0.497,0.0686,0.173,84.71,4
1221,0.536,0.409,0.0978,0.773,0.955,0.0984,0.774,76.611,4
1222,0.612,0.54,0.0264,0.0781,0.0,0.0763,0.418,76.746,4
1223,0.754,0.458,0.144,0.105,0.0,0.249,0.495,96.011,1
1224,0.704,0.797,0.0475,0.0826,0.000745,0.0546,0.825,139.994,8
1225,0.461,0.279,0.0431,0.893,0.000393,0.262,0.856,143.211,0
1226,0.794,0.55,0.0367,0.155,0.000271,0.113,0.744,127.736,2
1227,0.658,0.889,0.0455,0.148,0.0,0.0636,0.837,98.063,1
1228,0.359,0.896,0.135,0.01,0.0562,0.345,0.263,174.128,7
1229,0.636,0.888,0.0945,0.00162,0.000216,0.147,0.25,122.032,9
1230,0.68,0.666,0.115,0.0694,0.0,0.157,0.789,151.995,0
1231,0.673,0.663,0.0269,0.217,0.017,0.177,0.671,120.634,9
1232,0.75,0.645,0.0461,0.143,4.76e-06,0.0921,0.508,124.953,2
1233,0.72,0.744,0.12,0.237,0.0,0.255,0.619,78.953,4
1234,0.908,0.762,0.153,0.0658,0.0,0.104,0.869,148.016,0
1235,0.612,0.744,0.033,0.125,2.57e-06,0.0978,0.527,113.009,9
1236,0.561,0.695,0.0283,0.000283,3.34e-05,0.0553,0.541,115.906,9
1237,0.732,0.198,0.028,0.883,1.1e-05,0.0659,0.618,88.174,1
1238,0.51,0.876,0.161,0.212,0.0,0.248,0.624,119.702,9
1239,0.573,0.487,0.0264,0.102,1.82e-06,0.104,0.268,98.259,1
1240,0.382,0.416,0.0302,0.0733,0.0,0.0719,0.125,102.089,5
1241,0.78,0.37,0.0788,0.486,3.75e-05,0.129,0.815,144.036,0
1242,0.677,0.485,0.0361,0.529,2.04e-05,0.0766,0.493,82.001,4
1243,0.723,0.726,0.0472,0.0564,0.000126,0.057,0.962,100.051,1
1244,0.781,0.445,0.0295,0.474,0.0,0.184,0.591,78.998,4
1245,0.683,0.804,0.0849,0.00289,0.0,0.0949,0.522,128.006,2
1246,0.701,0.618,0.0759,0.0053,0.00027,0.142,0.543,98.818,1
1247,0.596,0.878,0.0807,0.00166,0.0,0.0819,0.568,98.462,1
1248,0.566,0.785,0.046,0.0809,0.0,0.528,0.237,120.396,9
1249,0.773,0.358,0.044,0.794,0.0,0.104,0.756,124.934,2
1250,0.63,0.735,0.037,0.00516,1.96e-06,0.261,0.217,86.993,4
1251,0.377,0.896,0.123,0.278,0.0,0.139,0.651,74.893,4
1252,0.649,0.679,0.0316,0.464,0.00121,0.339,0.971,126.867,2
1253,0.52,0.768,0.359,0.0193,0.00034,0.104,0.398,79.178,4
1254,0.727,0.729,0.326,0.171,0.0,0.07,0.512,117.932,9
1255,0.755,0.937,0.0719,0.0425,0.121,0.0561,0.776,133.972,8
1256,0.546,0.725,0.0372,0.244,0.0,0.677,0.829,119.74,9
1257,0.604,0.931,0.175,0.00516,0.0,0.271,0.682,96.249,1
1258,0.841,0.571,0.102,0.65,0.00033,0.0895,0.772,125.032,2
1259,0.561,0.674,0.0818,0.118,0.0,0.111,0.383,148.127,0
1260,0.429,0.657,0.0788,0.262,6.05e-05,0.0506,0.784,174.984,7
1261,0.779,0.737,0.0847,0.0491,0.00593,0.238,0.874,153.389,0
1262,0.587,0.833,0.0517,0.00693,0.000612,0.0406,0.503,99.965,1
1263,0.468,0.936,0.0455,0.00568,0.0,0.24,0.663,75.05,4
1264,0.545,0.67,0.0496,0.009,0.000822,0.0451,0.481,151.553,0
1265,0.592,0.495,0.0402,0.592,0.0181,0.353,0.549,93.458,1
1266,0.314,0.555,0.37,0.157,0.000108,0.067,0.159,179.666,7
1267,0.607,0.74,0.172,0.0829,0.0,0.105,0.219,108.05,5
1268,0.702,0.901,0.0264,0.426,0.00153,0.0368,0.919,97.862,1
1269,0.421,0.728,0.035,0.136,0.0,0.136,0.311,150.12,0
1270,0.59,0.659,0.0697,0.104,6.56e-06,0.356,0.965,80.201,4
1271,0.885,0.664,0.0524,0.145,0.0483,0.0767,0.906,121.632,9
1272,0.737,0.88,0.0433,0.00379,0.00351,0.417,0.329,115.998,9
1273,0.843,0.656,0.0595,0.0466,0.0187,0.169,0.931,121.112,9
1274,0.489,0.724,0.0352,0.313,0.185,0.287,0.15,117.292,9
1275,0.317,0.86,0.132,0.00753,0.0,0.0554,0.352,72.101,4
1276,0.662,0.578,0.0343,0.002,2.45e-06,0.104,0.404,168.04,7
1277,0.63,0.548,0.0436,0.0199,0.000159,0.116,0.369,125.999,2
1278,0.673,0.758,0.158,0.039,0.0,0.341,0.542,135.956,8
1279,0.745,0.74,0.0697,0.116,0.0,0.117,0.544,120.014,9
1280,0.699,0.88,0.0635,0.12,0.0,0.0629,0.538,121.031,9
1281,0.611,0.704,0.049,0.0553,0.0,0.0694,0.731,156.69,3
1282,0.29,0.261,0.0277,0.66,0.0,0.155,0.0999,143.598,0
1283,0.73,0.664,0.116,0.0941,6.23e-05,0.137,0.947,173.232,7
1284,0.726,0.789,0.05,0.104,0.585,0.105,0.291,120.002,9
1285,0.39,0.878,0.0383,0.0104,0.0,0.379,0.509,159.94,3
1286,0.671,0.837,0.0303,0.0743,0.0,0.106,0.893,115.319,9
1287,0.808,0.897,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,2
1288,0.729,0.811,0.0624,0.267,0.000347,0.17,0.902,97.965,1
1289,0.514,0.704,0.0261,0.0515,0.00219,0.228,0.386,76.975,4
1290,0.552,0.71,0.0425,0.00164,5.07e-06,0.116,0.206,118.276,9
1291,0.738,0.776,0.0392,0.0234,0.0018,0.0775,0.608,127.984,2
1292,0.93,0.792,0.0712,0.00502,3.25e-05,0.143,0.891,124.992,2
1293,0.794,0.798,0.0366,0.429,1.16e-05,0.118,0.265,100.338,1
1294,0.309,0.542,0.031,0.43,0.0,0.0954,0.237,137.39,8
1295,0.563,0.576,0.0401,0.171,0.0,0.158,0.412,75.019,4
1296,0.613,0.697,0.133,0.0194,0.0,0.332,0.476,122.746,2
1297,0.588,0.67,0.0473,0.0104,3.33e-06,0.338,0.505,118.159,9
1298,0.317,0.57,0.0324,0.242,0.0,0.145,0.322,84.253,4
1299,0.598,0.727,0.0719,0.0131,0.0,0.405,0.56,136.992,8
1300,0.661,0.725,0.295,0.388,0.0,0.0993,0.311,82.194,4
1301,0.485,0.76,0.0412,0.0715,0.000173,0.221,0.602,119.02,9
1302,0.681,0.737,0.0384,0.0291,7.16e-06,0.0856,0.278,109.95,5
1303,0.824,0.592,0.0969,0.693,0.000158,0.178,0.54,98.074,1
1304,0.745,0.807,0.0884,0.0887,1.49e-05,0.0283,0.858,93.967,1
1305,0.666,0.728,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,2
1306,0.485,0.915,0.0544,0.00441,0.00112,0.0987,0.201,126.027,2
1307,0.6,0.448,0.0263,0.709,0.0,0.279,0.611,97.943,1
1308,0.295,0.8,0.0584,0.00583,3.72e-06,0.324,0.627,139.543,8
1309,0.597,0.86,0.205,0.0588,0.0,0.266,0.759,187.338,6
1310,0.597,0.919,0.0439,0.000145,0.0,0.282,0.729,113.991,9
1311,0.461,0.955,0.0489,0.111,0.532,0.952,0.725,160.073,3
1312,0.451,0.892,0.035,1.24e-05,0.0225,0.113,0.704,143.752,0
1313,0.665,0.7,0.042,0.066,0.0,0.119,0.473,121.961,9
1314,0.656,0.773,0.0328,0.00293,0.0651,0.316,0.473,118.01,9
1315,0.943,0.685,0.188,0.000507,8.56e-06,0.0604,0.813,125.515,2
1316,0.726,0.587,0.034,0.316,0.0,0.102,0.243,128.035,2
1317,0.64,0.623,0.286,0.000849,0.802,0.0585,0.408,130.087,2
1318,0.559,0.473,0.0279,0.446,0.00141,0.154,0.397,121.227,9
1319,0.708,0.868,0.0431,0.0313,0.0,0.122,0.72,124.994,2
1320,0.474,0.513,0.0273,0.0123,0.0402,0.254,0.149,136.171,8
1321,0.38,0.637,0.0274,0.28,0.0,0.0545,0.392,183.968,7
1322,0.557,0.825,0.029,0.00403,1.87e-05,0.335,0.785,133.814,8
1323,0.53,0.816,0.0713,0.00445,0.0,0.189,0.593,142.17,0
1324,0.447,0.541,0.0274,0.0707,8.48e-06,0.119,0.218,133.109,8
1325,0.744,0.836,0.0507,0.0435,0.0,0.194,0.36,114.965,9
1326,0.58,0.846,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,2
1327,0.637,0.783,0.0396,0.024,0.000367,0.19,0.739,121.89,9
1328,0.612,0.835,0.0388,0.000474,0.0,0.293,0.549,129.915,2
1329,0.853,0.981,0.0751,0.247,0.468,0.306,0.595,118.193,9
1330,0.298,0.815,0.0438,0.0613,0.00136,0.108,0.113,152.155,0
1331,0.562,0.687,0.0727,0.0969,0.00215,0.151,0.813,170.386,7
1332,0.4,0.563,0.0307,0.17,0.0,0.133,0.442,138.006,8
1333,0.622,0.845,0.0324,0.117,0.0,0.0984,0.718,132.747,8
1334,0.512,0.839,0.0339,0.000166,0.0,0.089,0.54,153.924,3
1335,0.622,0.498,0.15,0.272,2.94e-06,0.05,0.969,169.314,7
1336,0.33,0.58,0.0374,0.0614,0.00129,0.115,0.11,76.093,4
1337,0.7,0.526,0.0299,0.024,0.0406,0.138,0.923,130.288,2
1338,0.445,0.662,0.181,0.0164,0.0,0.219,0.479,200.04,6
1339,0.816,0.521,0.0395,0.000736,0.0664,0.0881,0.761,126.096,2
1340,0.67,0.841,0.0419,0.0727,0.0,0.196,0.558,123.986,2
1341,0.798,0.942,0.135,0.0223,0.00286,0.044,0.36,116.577,9
1342,0.747,0.834,0.045,0.374,0.0,0.0586,0.687,128.005,2
1343,0.39,0.31,0.0676,0.794,0.0,0.379,0.584,177.515,7
1344,0.618,0.763,0.0303,0.354,0.0,0.0692,0.893,122.21,9
1345,0.801,0.824,0.0332,0.0801,0.0144,0.0236,0.966,131.807,8
1346,0.697,0.37,0.0443,0.164,0.0,0.231,0.899,140.047,8
1347,0.387,0.534,0.0331,0.586,0.00084,0.607,0.372,92.475,1
1348,0.856,0.754,0.0416,0.0294,1.49e-05,0.206,0.722,98.018,1
1349,0.765,0.765,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,9
1350,0.711,0.7,0.046,0.00498,0.000125,0.215,0.801,128.001,2
1351,0.41,0.767,0.0336,0.000896,0.0301,0.0484,0.204,139.94,8
1352,0.717,0.7,0.0624,0.153,0.000462,0.141,0.499,75.979,4
1353,0.604,0.879,0.0402,0.00789,0.0,0.15,0.618,128.016,2
1354,0.495,0.391,0.335,0.18,0.0,0.599,0.674,173.599,7
1355,0.685,0.738,0.0595,0.0695,0.0,0.128,0.8,112.972,9
