song_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_labels
4716,0.389,0.476,0.0316,0.619,5.09e-05,0.255,0.566,148.117,0
4717,0.817,0.781,0.112,0.00838,5.21e-06,0.123,0.359,104.0,5
4718,0.488,0.856,0.0358,0.00985,0.000169,0.091,0.676,131.73,8
4719,0.797,0.792,0.0607,0.111,7.88e-05,0.24,0.54,106.038,5
4720,0.675,0.61,0.085,0.0852,0.0188,0.159,0.344,131.037,2
4721,0.61,0.504,0.0325,0.0542,0.000806,0.399,0.0748,89.95,1
4722,0.523,0.861,0.0644,0.0336,0.0,0.144,0.346,127.049,2
4723,0.806,0.462,0.0298,0.78,0.0134,0.15,0.736,92.726,1
4724,0.729,0.673,0.0527,0.124,1.36e-05,0.312,0.546,127.36,2
4725,0.555,0.638,0.0418,0.147,2.31e-05,0.107,0.149,151.933,0
4726,0.574,0.852,0.0397,0.0529,0.0,0.161,0.501,123.038,2
4727,0.661,0.87,0.0365,0.000395,0.00315,0.332,0.973,131.013,2
4728,0.397,0.576,0.0389,0.742,1.67e-06,0.31,0.754,54.282,4
4729,0.721,0.518,0.0719,0.0658,0.000113,0.069,0.231,96.988,1
4730,0.782,0.754,0.0626,0.0873,0.00942,0.139,0.789,96.985,1
4731,0.547,0.92,0.0406,0.000432,0.0,0.0616,0.813,144.95,0
4732,0.791,0.619,0.0777,0.195,0.000817,0.137,0.828,80.753,4
4733,0.594,0.766,0.0327,0.000156,0.00345,0.086,0.453,143.482,0
4734,0.831,0.845,0.0805,0.00112,0.00455,0.671,0.608,128.057,2
4735,0.866,0.73,0.0767,0.137,0.0,0.0843,0.625,118.523,9
4736,0.741,0.894,0.0496,0.0814,0.0527,0.089,0.96,114.879,9
4737,0.599,0.524,0.13,0.157,0.0,0.238,0.43,83.013,4
4738,0.639,0.544,0.141,0.617,0.0,0.479,0.793,80.844,4
4739,0.51,0.847,0.034,0.000158,0.0,0.085,0.551,153.941,3
4740,0.763,0.807,0.035,0.0714,0.28,0.348,0.559,103.038,5
4741,0.558,0.817,0.038,0.39,0.0,0.137,0.874,130.956,2
4742,0.518,0.229,0.027,0.575,0.00363,0.123,0.159,106.665,5
4743,0.851,0.406,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,1
4744,0.427,0.338,0.0284,0.122,0.0562,0.0601,0.603,95.133,1
4745,0.54,0.695,0.0427,0.102,0.259,0.0958,0.572,80.956,4
4746,0.5,0.714,0.0522,0.0136,0.0628,0.088,0.356,162.009,3
4747,0.251,0.691,0.0361,0.722,0.00027,0.855,0.614,100.873,5
4748,0.268,0.765,0.0419,0.0298,0.0,0.0852,0.262,167.22,3
4749,0.747,0.696,0.0631,0.0409,0.0,0.181,0.674,119.954,9
4750,0.708,0.814,0.0439,0.000331,0.0,0.0787,0.77,102.967,5
4751,0.807,0.887,0.0503,0.0573,2.87e-06,0.124,0.961,134.052,8
4752,0.536,0.242,0.0277,0.674,0.0,0.331,0.331,137.989,8
4753,0.52,0.652,0.0274,0.34,5.49e-05,0.256,0.722,80.609,4
4754,0.601,0.887,0.0598,0.00346,0.00245,0.0792,0.829,126.011,2
4755,0.665,0.699,0.0302,0.372,0.000151,0.146,0.785,112.623,9
4756,0.755,0.827,0.114,0.0671,0.0,0.329,0.797,142.122,0
4757,0.765,0.523,0.03,0.184,3.56e-05,0.132,0.394,104.988,5
4758,0.608,0.37,0.0306,0.844,1.87e-05,0.112,0.349,127.631,2
4759,0.412,0.353,0.0273,0.752,0.0,0.114,0.126,139.959,8
4760,0.718,0.895,0.0373,0.00498,3.08e-06,0.385,0.656,107.571,5
4761,0.69,0.882,0.0417,0.0207,4.36e-05,0.228,0.569,126.938,2
4762,0.708,0.805,0.0612,0.0472,0.0,0.0867,0.776,133.419,8
4763,0.737,0.736,0.0458,0.174,0.00217,0.236,0.862,148.711,0
4764,0.693,0.394,0.0428,0.0782,0.000694,0.247,0.721,104.114,5
4765,0.491,0.588,0.0506,0.0281,2.01e-06,0.0906,0.193,113.608,9
4766,0.888,0.777,0.0505,0.0961,3.14e-05,0.0514,0.876,118.998,9
4767,0.751,0.672,0.0383,0.0561,0.658,0.22,0.972,124.509,2
4768,0.594,0.497,0.0303,0.0343,0.0,0.162,0.101,101.671,5
4769,0.534,0.887,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,9
4770,0.534,0.875,0.0407,0.214,0.000184,0.0516,0.727,168.95,7
4771,0.611,0.583,0.0408,0.611,0.0853,0.0688,0.53,129.432,2
4772,0.586,0.0205,0.0559,0.961,1.91e-06,0.11,0.253,94.463,1
4773,0.497,0.678,0.0281,0.161,1.6e-05,0.103,0.356,128.454,2
4774,0.331,0.277,0.0295,0.723,0.00263,0.181,0.366,112.78,9
4775,0.836,0.509,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,8
4776,0.621,0.629,0.0394,0.13,0.000282,0.0637,0.943,143.344,0
4777,0.682,0.889,0.0804,0.00564,0.0,0.36,0.827,138.021,8
4778,0.646,0.839,0.0332,0.0833,0.0,0.315,0.834,109.854,5
4779,0.414,0.936,0.0758,0.00136,0.0,0.369,0.74,170.229,7
4780,0.659,0.667,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,9
4781,0.439,0.472,0.0346,0.332,0.0276,0.245,0.54,166.27,3
4782,0.826,0.679,0.192,0.115,0.0,0.141,0.829,94.062,1
4783,0.475,0.237,0.0342,0.865,0.0,0.0881,0.595,103.045,5
4784,0.795,0.729,0.0539,0.148,0.000297,0.0786,0.727,114.97,9
4785,0.545,0.918,0.033,0.000391,3.86e-06,0.126,0.68,133.497,8
4786,0.416,0.152,0.0312,0.961,0.000122,0.121,0.0652,129.216,2
4787,0.727,0.448,0.0282,0.323,0.0,0.194,0.71,112.986,9
4788,0.583,0.895,0.0325,0.000785,0.000158,0.122,0.931,141.986,0
4790,0.716,0.395,0.0545,0.4,2.95e-06,0.0921,0.585,130.536,2
4791,0.657,0.941,0.061,0.0476,0.0,0.0797,0.879,136.202,8
4792,0.419,0.085,0.0362,0.908,5.33e-06,0.34,0.458,91.509,1
4793,0.531,0.658,0.0382,0.412,0.00272,0.16,0.461,78.896,4
4794,0.752,0.307,0.0398,0.332,0.000135,0.0829,0.854,106.158,5
4795,0.634,0.893,0.0403,0.0619,0.00142,0.161,0.667,124.621,2
4796,0.47,0.431,0.0342,0.329,0.0,0.0854,0.289,157.98,3
4797,0.744,0.609,0.0758,0.0883,0.0,0.0599,0.893,90.723,1
4798,0.59,0.841,0.0376,0.0091,0.0,0.266,0.75,138.02,8
4799,0.594,0.541,0.025,0.117,0.0,0.0942,0.18,139.827,8
4800,0.622,0.709,0.0669,0.0582,0.0,0.126,0.488,140.018,8
4801,0.894,0.747,0.178,0.0297,0.0117,0.149,0.818,130.064,2
4802,0.579,0.865,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,5
4803,0.704,0.666,0.0735,0.0511,0.00238,0.258,0.552,90.015,1
4804,0.545,0.728,0.0664,0.00896,0.0,0.294,0.22,151.915,0
4805,0.646,0.811,0.0526,0.00175,3.78e-05,0.103,0.311,127.951,2
4806,0.562,0.793,0.0526,0.705,0.0,0.222,0.57,140.838,8
4807,0.49,0.384,0.0275,0.438,3.17e-05,0.539,0.47,137.047,8
4808,0.683,0.852,0.0537,0.026,0.0,0.197,0.749,131.923,8
4809,0.72,0.808,0.0379,0.00793,0.0293,0.0634,0.869,126.041,2
4810,0.695,0.826,0.03,0.363,0.00391,0.113,0.797,138.677,8
4811,0.676,0.824,0.0449,0.0271,0.0152,0.363,0.696,122.221,9
4812,0.765,0.872,0.119,0.0038,0.482,0.275,0.901,118.074,9
4813,0.682,0.889,0.0804,0.00564,0.0,0.36,0.827,138.021,8
4814,0.601,0.532,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,8
4815,0.359,0.543,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4
4816,0.565,0.659,0.0489,0.0159,0.0,0.235,0.519,162.178,3
4817,0.707,0.782,0.0613,0.0541,0.0,0.297,0.79,130.036,2
4818,0.54,0.807,0.0443,0.0673,0.21,0.117,0.298,129.106,2
4819,0.742,0.527,0.0769,0.327,0.0,0.25,0.638,84.974,4
4820,0.755,0.782,0.126,0.00154,7.86e-06,0.392,0.66,106.071,5
4821,0.695,0.974,0.05,0.0186,0.0417,0.337,0.868,122.341,9
4822,0.728,0.461,0.0395,0.707,0.0,0.113,0.474,86.014,4
4823,0.735,0.799,0.0563,0.0114,2.17e-06,0.123,0.469,111.233,5
4824,0.781,0.722,0.0792,0.00522,0.0,0.3,0.819,130.053,2
4825,0.392,0.839,0.193,0.158,0.0,0.3,0.232,168.001,7
4826,0.509,0.827,0.0782,0.0409,0.0,0.12,0.743,135.601,8
4827,0.648,0.755,0.03,0.0139,0.000253,0.225,0.607,126.341,2
4828,0.734,0.668,0.0349,0.0526,0.0,0.0925,0.651,99.971,1
4829,0.365,0.874,0.107,0.425,0.0,0.154,0.699,160.126,3
4830,0.686,0.771,0.0594,0.683,0.137,0.333,0.94,118.176,9
4831,0.449,0.465,0.0791,0.524,1.02e-06,0.303,0.543,89.087,1
4832,0.81,0.436,0.0717,0.689,0.000151,0.11,0.446,119.973,9
4833,0.711,0.754,0.216,0.00304,4.48e-05,0.485,0.876,119.992,9
4834,0.515,0.496,0.0324,0.265,0.0,0.182,0.651,153.582,3
4835,0.507,0.923,0.173,0.0818,4.63e-06,0.0951,0.768,99.252,1
4836,0.582,0.868,0.0354,0.24,0.0,0.262,0.767,145.949,0
4837,0.503,0.614,0.0283,0.123,0.023,0.17,0.313,111.148,5
4838,0.67,0.855,0.0499,0.0124,0.0,0.335,0.648,120.05,9
4839,0.642,0.722,0.0375,0.0444,0.00388,0.122,0.836,172.406,7
4840,0.389,0.706,0.0593,0.0026,0.000182,0.686,0.238,179.911,7
4841,0.777,0.744,0.204,0.331,0.0073,0.088,0.654,94.019,1
4842,0.764,0.974,0.107,0.0119,0.0,0.161,0.558,106.067,5
4843,0.617,0.613,0.0337,0.56,0.0,0.13,0.312,119.838,9
4844,0.801,0.589,0.0485,0.0863,0.0,0.162,0.58,116.934,9
4845,0.62,0.728,0.0617,0.674,6.37e-05,0.126,0.755,135.278,8
4846,0.713,0.934,0.0341,0.0517,3.75e-05,0.0721,0.902,128.945,2
4847,0.614,0.713,0.0358,0.349,4.71e-05,0.121,0.437,87.108,1
4848,0.728,0.431,0.0622,0.749,0.0,0.0996,0.629,130.022,2
4849,0.804,0.648,0.117,0.0573,3.49e-05,0.102,0.392,117.983,9
4850,0.549,0.87,0.0543,0.00249,2.08e-06,0.127,0.671,138.078,8
4851,0.543,0.39,0.0322,0.489,0.0,0.111,0.303,73.415,4
4852,0.635,0.398,0.0262,0.282,2.71e-06,0.086,0.398,112.329,5
4853,0.423,0.274,0.053,0.411,0.000607,0.476,0.309,130.628,2
4854,0.758,0.907,0.247,0.263,1.99e-06,0.062,0.6,133.042,8
4855,0.587,0.828,0.161,0.00327,0.0,0.331,0.494,123.907,2
4856,0.567,0.712,0.0347,0.0931,0.0,0.156,0.457,108.031,5
4857,0.756,0.741,0.0364,0.43,0.00113,0.0807,0.691,120.445,9
4858,0.715,0.874,0.344,0.0232,0.0,0.246,0.678,95.213,1
4859,0.656,0.652,0.0342,0.0241,9.34e-06,0.0574,0.963,128.075,2
4860,0.582,0.758,0.0464,0.0615,8.41e-06,0.309,0.413,77.982,4
4861,0.718,0.69,0.265,0.106,0.0,0.271,0.774,93.401,1
4862,0.638,0.688,0.0407,0.00775,0.0,0.126,0.434,129.856,2
4863,0.506,0.402,0.0256,0.307,1.25e-05,0.0814,0.54,94.221,1
4864,0.464,0.23,0.0325,0.349,2.84e-06,0.539,0.114,123.108,2
4865,0.393,0.396,0.0378,0.794,8.06e-06,0.405,0.381,90.495,1
4866,0.779,0.589,0.0893,0.289,0.000535,0.331,0.815,92.308,1
4867,0.632,0.649,0.0345,0.287,1.21e-06,0.334,0.87,129.019,2
4868,0.644,0.72,0.0419,0.00145,0.504,0.0839,0.53,132.017,8
4869,0.899,0.458,0.0526,0.081,1.77e-05,0.0441,0.97,121.593,9
4870,0.557,0.923,0.0851,0.107,0.0,0.807,0.656,106.75,5
4871,0.38,0.638,0.0504,0.75,0.0,0.258,0.749,79.125,4
4872,0.628,0.637,0.0294,0.151,0.00109,0.262,0.755,110.447,5
4873,0.323,0.462,0.0294,0.0531,4.45e-05,0.08,0.188,105.995,5
4874,0.658,0.906,0.0354,0.00226,0.000212,0.294,0.713,121.998,9
4875,0.638,0.605,0.0352,0.551,0.0,0.101,0.869,133.748,8
4876,0.801,0.645,0.0356,0.0457,0.0,0.0357,0.824,110.01,5
4877,0.377,0.595,0.0489,0.303,0.0,0.095,0.264,144.464,0
4878,0.201,0.434,0.038,0.946,0.0,0.308,0.4,198.108,6
4879,0.756,0.837,0.051,0.297,0.0,0.0567,0.588,132.146,8
4880,0.612,0.837,0.0609,0.436,0.0,0.337,0.749,126.783,2
4881,0.585,0.725,0.0339,0.0424,0.0,0.209,0.711,123.77,2
4882,0.565,0.334,0.03,0.83,0.0,0.259,0.453,105.338,5
4883,0.554,0.772,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,7
4884,0.533,0.792,0.0331,0.035,0.000143,0.0551,0.494,164.15,3
4885,0.706,0.322,0.0467,0.528,2.37e-06,0.576,0.305,135.154,8
4886,0.608,0.603,0.0271,0.0143,1.22e-05,0.0833,0.49,88.824,1
4887,0.564,0.589,0.138,0.412,3.35e-06,0.117,0.749,144.276,0
4888,0.546,0.657,0.0332,0.0928,0.0,0.119,0.361,133.188,8
4889,0.337,0.784,0.0359,0.118,0.000452,0.4,0.212,134.109,8
4890,0.587,0.918,0.0581,0.0636,0.0,0.267,0.629,134.055,8
4891,0.307,0.289,0.0281,0.851,0.000126,0.0798,0.145,85.948,4
4893,0.67,0.672,0.0566,0.0129,0.0782,0.111,0.329,169.991,7
4894,0.638,0.658,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,5
4895,0.636,0.955,0.044,0.00293,0.0,0.115,0.576,125.034,2
4896,0.497,0.547,0.0277,0.157,0.0,0.101,0.241,81.425,4
4897,0.554,0.888,0.087,0.107,0.0,0.291,0.82,126.701,2
4898,0.571,0.698,0.0342,0.00593,0.0,0.0992,0.423,109.867,5
4899,0.526,0.785,0.0305,0.000722,0.00174,0.1,0.0621,130.961,2
4900,0.534,0.566,0.0307,0.405,0.000383,0.195,0.198,140.072,8
4901,0.461,0.936,0.109,0.435,9.13e-05,0.124,0.804,172.404,7
4902,0.728,0.928,0.0423,0.000721,0.0054,0.0761,0.652,130.932,2
4903,0.785,0.844,0.0574,0.166,0.002,0.0681,0.94,103.968,5
4904,0.638,0.376,0.0381,0.33,3.78e-05,0.105,0.639,91.395,1
4905,0.725,0.381,0.0288,0.658,0.0,0.147,0.604,100.026,1
4906,0.435,0.658,0.0661,0.195,0.0,0.102,0.184,130.276,2
4907,0.651,0.74,0.0272,0.0862,0.0,0.142,0.615,102.233,5
4908,0.631,0.664,0.0242,0.0498,0.000408,0.0696,0.407,100.621,1
4909,0.778,0.756,0.0407,0.029,0.000277,0.0659,0.244,101.33,5
4910,0.868,0.679,0.0397,0.0799,1.22e-06,0.0504,0.75,97.012,1
4911,0.37,0.975,0.107,3.03e-05,0.000813,0.0475,0.407,160.186,3
4912,0.604,0.652,0.0482,0.314,0.0,0.257,0.93,106.384,5
4913,0.728,0.865,0.0364,0.151,2.43e-05,0.0906,0.975,135.571,8
4914,0.598,0.808,0.0388,0.00304,0.0,0.147,0.288,128.025,2
4915,0.274,0.237,0.0314,0.873,0.0,0.16,0.275,116.018,9
4916,0.607,0.934,0.0314,0.0327,0.0,0.0909,0.568,122.01,9
4917,0.529,0.612,0.052,0.253,0.0,0.246,0.434,119.272,9
4918,0.657,0.695,0.0321,0.0108,0.0,0.0822,0.683,65.997,4
4919,0.863,0.543,0.13,0.0507,0.0,0.241,0.799,106.929,5
4920,0.681,0.907,0.03,0.302,0.0289,0.103,0.964,115.945,9
4921,0.766,0.693,0.0416,0.0271,0.00382,0.0752,0.897,107.613,5
4922,0.425,0.954,0.0476,0.00414,0.0,0.0555,0.933,178.043,7
4923,0.502,0.811,0.0348,0.313,0.92,0.12,0.941,178.077,7
4924,0.662,0.828,0.0302,0.014,0.0037,0.185,0.768,105.845,5
4925,0.473,0.332,0.0426,0.843,0.0,0.0853,0.435,121.326,9
4926,0.787,0.63,0.0609,0.0274,6.69e-06,0.161,0.882,125.347,2
4927,0.773,0.834,0.0352,0.0129,4.19e-05,0.071,0.195,103.173,5
4928,0.511,0.603,0.028,0.0385,1.67e-06,0.142,0.685,128.336,2
4929,0.624,0.294,0.0326,0.763,0.0,0.106,0.548,126.488,2
4930,0.74,0.843,0.241,0.147,0.0,0.364,0.838,95.934,1
4931,0.776,0.78,0.128,0.0622,0.0,0.081,0.666,124.949,2
4932,0.587,0.828,0.161,0.00327,0.0,0.331,0.494,123.907,2
4933,0.452,0.877,0.0963,0.314,0.000298,0.927,0.685,146.236,0
4934,0.612,0.539,0.0488,0.104,0.0,0.18,0.294,79.948,4
4935,0.476,0.717,0.0949,0.0382,7.61e-05,0.0818,0.753,93.584,1
4936,0.435,0.489,0.0301,0.555,0.000246,0.107,0.178,169.861,7
4937,0.269,0.572,0.0278,0.059,1.3e-06,0.123,0.364,69.83,4
4938,0.281,0.853,0.0319,2.23e-05,4.78e-06,0.216,0.739,157.322,3
4939,0.754,0.759,0.302,0.153,0.000108,0.101,0.435,126.366,2
4940,0.613,0.317,0.0293,0.369,0.000288,0.0775,0.473,113.124,9
4941,0.346,0.335,0.0339,0.575,0.00674,0.185,0.213,84.204,4
4942,0.546,0.832,0.0247,0.000316,0.0,0.177,0.633,96.019,1
4943,0.616,0.921,0.0301,0.057,0.0016,0.853,0.76,131.95,8
4944,0.532,0.962,0.0727,0.00154,0.0,0.109,0.671,110.38,5
4945,0.713,0.988,0.0338,0.0276,0.0255,0.102,0.0354,134.04,8
4946,0.663,0.264,0.0914,0.706,0.0,0.1,0.657,122.482,9
4947,0.763,0.803,0.0351,0.0709,0.285,0.348,0.561,103.04,5
4948,0.436,0.654,0.0889,0.43,0.00427,0.335,0.749,121.269,9
4949,0.491,0.583,0.0376,0.185,0.0,0.406,0.908,150.566,0
4950,0.168,0.326,0.0324,0.721,0.0006,0.316,0.322,174.794,7
4951,0.688,0.702,0.0499,0.0215,0.0,0.128,0.74,94.006,1
4952,0.526,0.578,0.0306,0.431,0.0,0.269,0.61,123.841,2
4953,0.559,0.393,0.0237,0.717,0.0,0.0532,0.669,90.105,1
4954,0.668,0.725,0.266,0.0102,0.000479,0.0561,0.729,191.944,6
4955,0.947,0.655,0.0609,0.0331,0.0,0.0433,0.787,104.485,5
4956,0.799,0.462,0.0727,0.00118,8.63e-05,0.239,0.595,117.966,9
4957,0.458,0.825,0.0409,0.798,5.7e-05,0.339,0.629,91.614,1
4958,0.524,0.899,0.0982,0.0418,0.0935,0.0476,0.406,204.649,6
4959,0.672,0.764,0.142,0.141,0.00358,0.185,0.763,88.867,1
4960,0.591,0.515,0.0335,0.36,0.0,0.0723,0.562,113.994,9
4961,0.781,0.419,0.0423,0.0546,0.0469,0.0995,0.644,109.503,5
4962,0.419,0.924,0.116,0.00883,0.0229,0.313,0.362,139.977,8
4963,0.423,0.384,0.0315,0.729,4.11e-06,0.27,0.521,90.43,1
4964,0.528,0.93,0.0903,0.152,0.0,0.356,0.22,127.932,2
4965,0.564,0.722,0.124,0.162,0.0,0.0931,0.276,99.083,1
4966,0.509,0.903,0.215,0.0304,0.0,0.126,0.499,83.912,4
4967,0.653,0.803,0.0533,0.355,0.0,0.291,0.808,91.911,1
4968,0.658,0.963,0.0326,0.00283,2.38e-06,0.951,0.793,134.798,8
4969,0.202,0.644,0.0324,0.0979,0.0,0.109,0.252,85.04,4
4970,0.642,0.702,0.0294,0.0279,0.0,0.105,0.802,120.248,9
4971,0.562,0.403,0.0361,0.78,0.0,0.094,0.548,82.518,4
4972,0.657,0.588,0.0272,0.0252,0.0,0.087,0.105,118.022,9
4973,0.695,0.168,0.0397,0.89,0.0263,0.121,0.557,117.946,9
4974,0.653,0.754,0.039,0.11,0.000127,0.754,0.708,133.751,8
4975,0.48,0.835,0.042,0.017,0.0,0.372,0.565,145.546,0
4976,0.723,0.474,0.0306,0.492,0.0,0.139,0.445,123.986,2
4977,0.655,0.606,0.0285,0.0603,0.0789,0.0757,0.765,110.061,5
4978,0.393,0.588,0.0613,0.345,0.0,0.134,0.728,203.145,6
4979,0.438,0.613,0.0321,0.328,0.00208,0.744,0.692,128.018,2
4980,0.729,0.586,0.0262,0.246,0.0,0.11,0.581,105.929,5
4981,0.659,0.397,0.0358,0.501,0.0,0.163,0.484,118.96,9
4982,0.527,0.707,0.0445,0.246,3.81e-06,0.115,0.426,119.887,9
4983,0.55,0.753,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,8
4984,0.668,0.905,0.038,0.00232,0.0331,0.141,0.667,128.658,2
4985,0.822,0.577,0.0693,0.264,0.0,0.265,0.496,110.005,5
4986,0.637,0.929,0.0447,0.063,0.00796,0.318,0.604,136.482,8
4987,0.529,0.861,0.0784,0.292,0.225,0.314,0.387,96.52,1
4988,0.541,0.812,0.0336,0.203,0.0,0.42,0.607,141.056,8
4989,0.781,0.526,0.293,0.0619,0.0,0.0457,0.662,94.992,1
4990,0.523,0.758,0.0403,0.133,0.0,0.0952,0.766,135.437,8
4991,0.664,0.419,0.0286,0.0288,9.67e-05,0.331,0.555,100.47,1
4992,0.483,0.361,0.0738,0.832,4.66e-06,0.098,0.307,171.649,7
4993,0.38,0.988,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,6
4994,0.748,0.74,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,9
4995,0.448,0.52,0.028,0.698,0.0,0.186,0.537,90.277,1
4996,0.578,0.912,0.114,0.0166,0.00362,0.273,0.68,127.87,2
4997,0.826,0.668,0.0571,0.223,6.92e-05,0.167,0.534,118.99,9
4998,0.557,0.615,0.0418,0.5,0.0,0.487,0.82,104.475,5
4999,0.465,0.408,0.0334,0.318,0.0,0.255,0.371,78.965,4
5000,0.566,0.672,0.0305,0.0913,0.0,0.246,0.299,120.001,9
5001,0.647,0.785,0.165,0.0561,0.0,0.148,0.943,160.015,3
5002,0.48,0.832,0.0426,0.137,0.0,0.354,0.648,186.875,6
5003,0.489,0.835,0.0332,0.00746,0.0,0.146,0.444,145.885,0
5004,0.393,0.307,0.037,0.879,0.0,0.108,0.275,163.665,3
5005,0.582,0.347,0.0305,0.317,0.00678,0.111,0.0797,97.957,1
5006,0.835,0.688,0.0488,0.0552,0.0046,0.0716,0.678,124.038,2
5007,0.654,0.924,0.0969,0.00309,0.00231,0.316,0.506,101.154,5
5008,0.672,0.792,0.117,0.00363,8.37e-05,0.258,0.551,119.997,9
5009,0.803,0.454,0.0294,0.352,0.0,0.0655,0.739,99.99,1
5010,0.541,0.772,0.136,0.0382,8.48e-05,0.0796,0.43,71.201,4
5011,0.719,0.889,0.127,0.00722,0.0,0.0731,0.562,97.987,1
5012,0.557,0.531,0.0276,0.227,0.0,0.104,0.108,102.94,5
5013,0.518,0.538,0.0486,0.0137,0.000398,0.141,0.687,170.953,7
5014,0.521,0.916,0.0467,0.000249,0.00116,0.948,0.398,81.998,4
5015,0.648,0.304,0.036,0.82,0.000104,0.117,0.641,104.774,5
5016,0.859,0.61,0.0431,0.237,0.000405,0.196,0.943,139.188,8
5017,0.624,0.432,0.0318,0.24,0.00181,0.228,0.913,107.064,5
5018,0.398,0.413,0.0388,0.0822,2.54e-05,0.0891,0.331,133.574,8
5019,0.275,0.719,0.0563,0.0146,0.0,0.258,0.546,154.997,3
5020,0.641,0.922,0.0786,0.0291,0.0,0.0862,0.847,146.078,0
5021,0.87,0.699,0.0459,0.245,6.76e-06,0.0588,0.726,126.967,2
5022,0.652,0.453,0.0445,0.0507,0.0,0.179,0.432,88.039,1
5023,0.489,0.692,0.41,0.0322,0.00608,0.315,0.527,96.946,1
5024,0.803,0.612,0.0653,0.196,0.0,0.111,0.48,140.119,8
5025,0.816,0.885,0.0957,0.229,2.19e-06,0.028,0.964,100.018,1
5026,0.658,0.657,0.0482,0.592,9.5e-06,0.08,0.888,157.269,3
5027,0.546,0.578,0.0406,0.0114,6.54e-05,0.0692,0.819,128.037,2
5028,0.476,0.86,0.0331,0.171,0.0309,0.235,0.894,121.715,9
5029,0.741,0.508,0.0294,0.0334,2.75e-06,0.12,0.872,116.572,9
5030,0.788,0.859,0.0856,0.281,0.0,0.0424,0.822,141.02,8
5031,0.398,0.954,0.0715,0.0133,0.000218,0.0891,0.433,157.766,3
5032,0.473,0.518,0.0405,0.553,1.26e-06,0.111,0.18,96.129,1
5033,0.471,0.396,0.0336,0.77,0.0,0.0729,0.263,149.609,0
5034,0.761,0.781,0.141,0.0681,0.108,0.0607,0.473,123.023,2
5035,0.663,0.746,0.0321,0.0697,0.0,0.0929,0.325,102.847,5
5036,0.36,0.905,0.0812,1.37e-05,7.51e-06,0.0753,0.309,144.544,0
5037,0.677,0.722,0.0522,0.0213,0.0,0.207,0.0483,125.091,2
5038,0.613,0.772,0.0422,0.0414,0.0,0.24,0.785,164.825,3
5039,0.724,0.535,0.0588,0.0477,0.0,0.0314,0.664,133.816,8
5040,0.656,0.514,0.0672,0.0914,0.0,0.058,0.818,120.073,9
5041,0.331,0.961,0.0663,0.000146,0.0,0.322,0.882,168.355,7
5042,0.867,0.911,0.115,0.0239,0.0,0.0491,0.675,124.81,2
5043,0.462,0.87,0.076,0.501,0.000174,0.28,0.507,148.304,0
5044,0.714,0.886,0.0554,0.116,0.184,0.18,0.954,156.351,3
5045,0.657,0.629,0.0782,0.194,0.0,0.254,0.726,93.985,1
5046,0.673,0.663,0.0397,0.226,0.0,0.121,0.725,98.618,1
5047,0.674,0.772,0.0396,0.0864,0.0,0.308,0.402,100.039,1
5048,0.693,0.839,0.0526,0.282,3.83e-06,0.0338,0.849,126.165,2
5049,0.495,0.85,0.121,0.2,0.0,0.227,0.9,140.059,8
5050,0.667,0.628,0.0564,0.0284,0.0,0.0339,0.285,76.0,4
5051,0.664,0.778,0.158,0.0553,0.0,0.174,0.343,120.048,9
5052,0.582,0.272,0.0501,0.875,0.0,0.13,0.354,205.846,6
5053,0.694,0.712,0.046,0.133,0.0,0.211,0.799,98.022,1
5054,0.801,0.581,0.0681,0.0968,0.000318,0.0971,0.656,107.545,5
5055,0.53,0.402,0.0338,0.681,0.964,0.283,0.915,166.266,3
5056,0.599,0.953,0.0799,0.00183,0.000642,0.156,0.56,104.737,5
5057,0.78,0.455,0.0353,0.035,0.00506,0.109,0.209,111.987,5
5058,0.686,0.454,0.0328,0.43,0.00021,0.286,0.645,131.977,8
5059,0.367,0.668,0.0568,0.0744,0.231,0.23,0.749,120.005,9
5060,0.753,0.931,0.0652,0.00994,0.00696,0.234,0.767,113.029,9
5062,0.689,0.784,0.074,0.182,0.0,0.0843,0.561,99.954,1
5063,0.859,0.691,0.209,0.0278,1.96e-05,0.198,0.78,91.454,1
5064,0.954,0.616,0.114,0.0872,5.03e-05,0.0926,0.836,117.552,9
5065,0.528,0.57,0.0245,0.0934,0.0,0.0921,0.366,94.024,1
5066,0.64,0.653,0.0281,0.0171,0.000215,0.119,0.611,129.986,2
5067,0.621,0.31,0.0283,0.945,6.12e-05,0.117,0.125,111.893,5
5068,0.789,0.533,0.048,0.847,2.24e-05,0.168,0.967,130.259,2
5069,0.573,0.683,0.176,0.461,0.0,0.0935,0.817,169.519,7
5070,0.408,0.723,0.084,0.00023,1.87e-05,0.291,0.619,170.144,7
