song_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_labels,agglo_labels,gaussian_labels
2775,0.770242914979757,0.3871490061432544,0.05611814345991561,0.35822225465644064,0.0,0.08526100307062434,0.528643216080402,0.6192517197230087,4,1,4
2776,0.6659919028340081,0.9217637029119048,0.24050632911392406,0.16750528316283572,0.0,0.11361310133060387,0.5185929648241205,0.5870049056274751,6,1,6
2777,0.30364372469635625,0.2657824427117222,0.044444444444444446,0.6337023245916478,0.0,0.27430910951893556,0.31557788944723614,0.6236892704886812,0,5,1
2778,0.5910931174089068,0.7221608423922773,0.04669479606188467,0.6185660570127902,0.0,0.06530194472876152,0.9758793969849245,0.7311954770940695,3,9,4
2779,0.7125506072874493,0.6348972802555558,0.3389592123769339,0.021591663702649113,0.0,0.28454452405322417,0.8673366834170854,0.6609105468696221,8,1,6
2780,0.6214574898785425,0.9307909679605312,0.07257383966244725,0.04116790310463819,0.0010558375634517766,0.07420675537359264,0.8834170854271356,0.7923161995842377,1,8,1
2781,0.582995951417004,0.72115781294243,0.055836849507735584,0.15741443811026404,0.0,0.2998976458546571,0.5477386934673367,0.4355912680748739,4,0,1
2782,0.6508097165991903,0.664988163750977,0.3727144866385373,0.354185916635412,0.0,0.11770726714431934,0.18190954773869344,0.413371391335074,7,1,6
2783,0.77834008097166,0.8345001407751832,0.06751054852320675,0.029361614393129315,1.482233502538071e-06,0.3828045035823951,0.7758793969849246,0.4200300119772569,1,6,1
2784,0.3967611336032389,0.7843486682828146,0.07172995780590717,0.0025906024686566244,0.047715736040609136,0.14227226202661206,0.8904522613065325,0.34803797845929335,1,6,8
2785,0.7692307692307693,0.565688248216087,0.034880450070323483,0.18869605777323625,4.5989847715736044e-05,0.09109518935516889,0.9165829145728642,0.4163817670354682,8,0,4
2786,0.7277327935222672,0.6730123993497561,0.04725738396624472,0.03753519888571238,8.335025380710658e-06,0.1105424769703173,0.7899497487437186,0.5966922579194448,8,0,2
2787,0.6356275303643725,0.700094194495635,0.14767932489451477,0.04762604393828407,0.0015431472081218274,0.0805527123848516,0.7326633165829145,0.41289413665086516,8,0,6
2788,0.7753036437246964,0.5014943634258551,0.09774964838255978,0.7255290145700501,6e-06,0.29887410440122825,0.7135678391959798,0.38567685268891705,3,9,5
2789,0.6437246963562753,0.9418242919088522,0.11772151898734176,0.04893785379511839,6.791878172588832e-06,0.26509723643807576,0.6974874371859295,0.6192241857989197,1,6,6
2790,0.7388663967611336,0.64091545695464,0.07369901547116738,0.0860721635885822,0.0022436548223350255,0.09211873080859773,0.6613065326633165,0.43317746072974067,4,0,2
2791,0.7165991902834008,0.9478424686079364,0.32911392405063294,0.001046703175613156,0.0815228426395939,0.22006141248720573,0.5477386934673367,0.5872068210707942,1,1,7
2792,0.45546558704453444,0.466388332681197,0.03811533052039381,0.6326932400863906,0.0,0.11361310133060387,0.450251256281407,0.4936740809405588,0,5,3
2793,0.32388663967611336,0.6990911650457877,0.06511954992967652,0.13723274800512067,1.4213197969543146e-05,0.2978505629477994,0.6371859296482412,0.7161894884655803,6,8,1
2794,0.8623481781376519,0.8655940537204518,0.19127988748241914,0.19878690282580797,0.0,0.13408393039918115,0.49849246231155775,0.555051786722224,4,3,6
2795,0.7753036437246964,0.8756243482189255,0.2011251758087201,0.00632421513810815,0.0,0.06591606960081883,0.7467336683417085,0.5827463253683809,1,1,6
2796,0.7763157894736842,0.3319823864016489,0.04739803094233474,0.6458113386547338,0.0,0.05742067553735925,0.6391959798994974,0.519987334394919,3,5,3
2797,0.7439271255060729,0.5215549524228026,0.05218002812939522,0.2573138041307238,0.0,0.0962128966223132,0.6914572864321606,0.5435242505036413,4,0,4
2798,0.458502024291498,0.7532547553375459,0.04613220815752462,0.0003595166275330241,0.00216243654822335,0.263050153531218,0.7919597989949748,0.619150762001349,1,8,0
2799,0.5809716599190283,0.9348030857599207,0.10407876230661041,0.0013998827524531652,5.6852791878172585e-06,0.13101330603889458,0.22412060301507536,0.6196693175716913,6,3,0
2800,0.7753036437246964,0.7111275184439562,0.1729957805907173,0.20585049436260813,1.431472081218274e-05,0.11668372569089047,0.5085427135678392,0.587711609679092,4,1,6
2801,0.6730769230769231,0.7141366067934983,0.0741209563994374,0.0010366123305605845,0.003380710659898477,0.09211873080859773,0.6723618090452261,0.4313280988284315,4,0,0
2802,0.631578947368421,0.8786334365684677,0.14064697609001406,0.0741649664265476,0.0,0.3224155578300921,0.7849246231155779,0.4586371625373428,1,6,6
2803,0.7165991902834008,0.6178457796081505,0.27848101265822783,0.44903986012958585,0.0,0.2937563971340839,0.9125628140703517,0.8125306888528907,3,0,5
2804,0.5971659919028339,0.876627377668773,0.036990154711673696,0.018059867934249022,6.558375634517766e-06,0.12487205731832138,0.6100502512562813,0.573706020292502,1,8,2
2805,0.7763157894736842,0.8485425530730465,0.09282700421940929,0.05600144533191857,4.548223350253807e-05,0.032343909928352094,0.9165829145728642,0.4758917549664315,8,6,2
2806,0.39473684210526316,0.8756243482189255,0.05668073136427567,0.0015512454282417404,1.1878172588832486e-05,0.07062436028659161,0.8562814070351757,0.7981212685796624,1,8,0
2807,0.6285425101214575,0.6740154287996034,0.38818565400843885,0.21190500139415114,0.0,0.12077789150460594,0.22914572864321606,0.3845938516747509,7,1,6
2808,0.72165991902834,0.6780275465989929,0.0379746835443038,0.038039741138340966,0.0,0.14534288638689866,0.7246231155778894,0.45453001886073796,8,0,2
2809,0.688259109311741,0.6268730446567768,0.04964838255977496,0.0650832058792331,5.898477157360406e-05,0.0992835209825998,0.8180904522613064,0.43145659047418,8,6,2
2810,0.8967611336032388,0.5797306605139502,0.05358649789029536,0.4217945784876423,0.00018375634517766497,0.06560900716479018,0.693467336683417,0.5232133925006768,3,0,4
2811,0.6194331983805668,0.7893638155320515,0.05541490857946554,0.0037106862694920822,0.0,0.08781985670419651,0.6592964824120603,0.458784010132484,1,6,0
2812,0.7742914979757085,0.8234668168268621,0.25738396624472576,0.0926312128727538,0.0,0.20982599795291706,0.9668341708542713,0.7457976348359207,8,0,6
2813,0.5323886639676113,0.8976909961155678,0.07637130801687764,0.06084505095715298,1.3197969543147208e-06,0.5834186284544524,0.6582914572864321,0.46356114596192055,2,8,5
2814,0.49898785425101216,0.6720093698999087,0.04191279887482419,0.3218952124671826,0.0,0.09211873080859773,0.45326633165829144,0.6974755980597761,7,0,4
2815,0.5475708502024292,0.6098215440093715,0.1490857946554149,0.300704437856782,0.0,0.22722620266120777,0.9427135678391958,0.7892691119850581,8,0,5
2816,0.7510121457489879,0.9067182611641942,0.1320675105485232,0.3037316913725535,0.000932994923857868,0.0827021494370522,0.3236180904522613,0.5602832322991285,6,3,5
2817,0.6194331983805668,0.7422214313892248,0.051195499296765125,0.21795950842569417,5.065989847715736e-06,0.1862845445240532,0.5346733668341709,0.39458866611904747,4,0,1
2818,0.5688259109311742,0.8736182893192308,0.06258790436005626,0.09464938188326813,0.0,0.34186284544524054,0.792964824120603,0.39918683144190564,1,6,1
2819,0.7580971659919028,0.5315852469212763,0.04585091420534458,0.1967687338152936,3.5837563451776646e-05,0.06427840327533266,0.9708542713567838,0.5570801191301115,8,0,4
2820,0.4574898785425101,0.9689060870547314,0.17580872011251758,0.0008711224716984087,0.0002842639593908629,0.8730808597748208,0.29346733668341707,0.6333674448059546,2,7,5
2821,0.7672064777327935,0.3410096514502753,0.047116736990154715,0.8869825354111971,1.1878172588832486e-05,0.1074718526100307,0.4492462311557789,0.4911226039749808,0,5,3
2822,0.687246963562753,0.6359003097054032,0.0919831223628692,0.2341048605098089,0.0,0.10542476970317297,0.500502512562814,0.46813636634803796,4,1,2
2823,0.5516194331983806,0.28283394335912754,0.05007032348804501,0.7053473244649067,1.8578680203045684e-05,0.0962128966223132,0.521608040201005,0.4995938746196876,0,5,3
2824,0.645748987854251,0.4954761867267708,0.10632911392405063,0.5126121839607874,0.0,0.07860798362333674,0.35879396984924616,0.6229687994750197,0,2,1
2825,0.4109311740890689,0.8024031983800674,0.2869198312236287,0.015335339770054668,0.0,0.15148413510747183,0.3185929648241206,0.7627264091632898,6,1,6
2826,0.7388663967611336,0.7311881074409037,0.12433192686357245,0.16851436766809288,1.4111675126903552e-06,0.3449334698055271,0.4693467336683417,0.5186060492031223,4,8,6
2827,0.6710526315789475,0.9057152317143468,0.16455696202531647,0.04641514253197547,0.007918781725888323,0.11156601842374617,0.4884422110552763,0.5320288371964959,6,3,8
2828,0.6346153846153846,0.7010972239454825,0.034317862165963435,0.17557795920489305,0.0,0.068474923234391,0.5376884422110553,0.43137857768926124,4,0,4
2829,0.19433198380566802,0.21262188186981137,0.05007032348804501,0.8970733804637688,6.578680203045686e-05,0.15353121801432956,0.2130653266331658,0.399168475492513,0,5,3
2830,0.7236842105263157,0.8254728757265568,0.06962025316455696,0.13420549448934915,0.0,0.3572159672466735,0.914572864321608,0.6973241614772867,1,6,1
2831,0.5192307692307693,0.7191517540427352,0.0870604781997187,0.08859487485172512,0.0,0.09518935516888433,0.4592964824120603,0.5663682295227911,6,8,2
2832,0.5941295546558704,0.7442274902889195,0.07440225035161745,0.012913536957437462,0.0010862944162436548,0.13715455475946772,0.19999999999999998,0.6654352883949098,6,3,0
2833,0.5910931174089068,0.49046103947753394,0.038959212376933894,0.7618560567593082,0.0,0.12384851586489251,0.7809045226130653,0.5593562568547998,3,9,3
2834,0.5010121457489879,0.326967239152412,0.051336146272855133,0.5459119726342742,8.98477157360406e-05,0.08966223132036846,0.3728643216080402,0.625217403275619,0,2,3
2835,0.7834008097165992,0.852554670872436,0.04585091420534458,0.08445762838017074,0.0,0.18526100307062435,0.5326633165829145,0.5829436518243518,4,3,2
2836,0.2702429149797571,0.5024973928757025,0.04585091420534458,0.6498476766757625,0.000782741116751269,0.04155578300921187,0.5135678391959798,0.7878511148944761,0,2,3
2837,0.5688259109311742,0.40420050679065983,0.05077355836849508,0.7870831693907374,0.0,0.08393039918116682,0.5507537688442211,0.37867405799562204,0,5,3
2838,0.6912955465587045,0.6870548116476193,0.03881856540084388,0.02098621299949481,0.01796954314720812,0.09007164790174002,0.6994974874371859,0.5084184972902029,4,0,8
2839,0.7479757085020243,0.5987882200610504,0.11265822784810127,0.10060298046428544,0.0,0.10951893551688843,0.7909547738693467,0.481802370670864,8,0,2
2840,0.4848178137651822,0.7893638155320515,0.056962025316455694,0.00023539923338639234,4.263959390862943e-06,0.3265097236438076,0.4522613065326633,0.7015414408502475,6,8,0
2841,0.6336032388663968,0.5185458640732604,0.06244725738396625,0.001500791202978882,0.16040609137055836,0.11361310133060387,0.6371859296482412,0.4339162876927948,4,0,9
2842,0.4949392712550607,0.8816425249180098,0.09676511954992968,0.0009256130349822959,0.0028934010152284265,0.24155578300921185,0.7447236180904522,0.7185252830257945,1,8,0
2843,0.4574898785425101,0.796385021680983,0.0679324894514768,0.011198093298500276,0.001847715736040609,0.413510747185261,0.2834170854271356,0.6324771812604111,6,3,0
2844,0.5809716599190283,0.9327970268602259,0.05808720112517581,0.06629410728554169,7.898477157360406e-06,0.09825997952917093,0.693467336683417,0.42357729919738607,1,8,2
2845,0.853238866396761,0.7041063122950245,0.06497890295358649,0.050350572102478425,0.00031065989847715733,0.3029682702149437,0.88643216080402,0.5757527086497821,8,6,1
2846,0.5991902834008097,0.7492426375381565,0.19409282700421943,0.017757142582671873,0.0,0.06468781985670419,0.7015075376884421,0.3851491191438785,4,0,6
2847,0.7034412955465587,0.8485425530730465,0.07229254571026723,0.0013595193722428785,0.2213197969543147,0.08075742067553734,0.5165829145728643,0.5916673167732075,4,4,9
2848,0.6690283400809717,0.12234923138354772,0.054008438818565395,0.8546918312429678,8.365482233502539e-06,0.323439099283521,0.49648241206030147,0.4911226039749808,0,5,1
2849,0.6204453441295547,0.28985514950805913,0.04289732770745429,0.7497470426962222,1.5939086294416243e-06,0.050870010235414535,0.5557788944723618,0.6616769077567651,0,5,3
2850,0.575910931174089,0.8324940818754885,0.1969057665260197,0.08143037486439922,0.0,0.10440122824974413,0.6120603015075377,0.7805592139982469,1,8,6
2851,0.5617408906882592,0.9287849090608364,0.0510548523206751,0.048836945344592674,7.786802030456852e-06,0.16274309109518936,0.7748743718592964,0.6333582668312583,1,8,2
2852,0.5414979757085021,0.8906697899666361,0.06272855133614627,0.0003040169797438799,2.2030456852791875e-06,0.3193449334698055,0.45326633165829144,0.5782628847292267,6,8,0
2853,0.854251012145749,0.8716122304195361,0.06849507735583685,0.41876732497187075,0.0,0.022313203684749226,0.97286432160804,0.5323913671970005,8,0,1
2854,0.2773279352226721,0.9518545864073259,0.1260196905766526,0.021591663702649113,0.007898477157360405,0.21084953940634593,0.49949748743718586,0.46048652443865207,6,8,8
2855,0.5587044534412956,0.7502456669880038,0.04542897327707455,0.03682883973203236,0.014619289340101522,0.1218014329580348,0.950753768844221,0.5743530675085928,1,6,8
2856,0.6153846153846154,0.17450676277561114,0.04669479606188467,0.8587281692639964,1.949238578680203e-05,0.07523029682702151,0.19396984924623115,0.514769655780059,0,5,3
2857,0.3917004048582996,0.41423080128913353,0.07862165963431786,0.16346894514180704,1.5837563451776648e-05,0.255885363357216,0.250251256281407,0.7972447719961635,7,2,1
2858,0.7206477732793521,0.9388152035593101,0.051195499296765125,0.17860521272066457,0.0008497461928934009,0.0330603889457523,0.921608040201005,0.5434508267060707,1,6,4
2859,0.8380566801619432,0.5877548961127292,0.058509142053445845,0.48536690231884394,0.0,0.6847492323439099,0.9798994974874371,0.5603933679954843,9,9,5
2860,0.8522267206477733,0.7362032546901406,0.08270042194092826,0.043085163664626815,0.0,0.0962128966223132,0.9567839195979898,0.6330875165777167,8,6,2
2861,0.7074898785425101,0.7592729320366302,0.0469760900140647,0.005345403168008696,0.0040710659898477155,0.11361310133060387,0.3889447236180904,0.5034532129794917,4,3,0
2862,0.7024291497975708,0.7261729601916668,0.06511954992967652,0.02633436087735781,0.0,0.06775844421699079,0.8693467336683416,0.5839348730915548,8,0,2
2863,0.5091093117408907,0.8054122867296094,0.06821378340365682,0.01008810034271739,0.06578680203045685,0.28659160696008185,0.9457286432160803,0.8214608582324138,1,8,8
2864,0.7560728744939271,0.8324940818754885,0.12644163150492263,0.021591663702649113,0.00024365482233502537,0.053121801432958034,0.6432160804020101,0.5689793633238952,1,6,0
2865,0.6761133603238867,0.6740154287996034,0.4219409282700422,0.5862753528445608,1.1065989847715736e-06,0.028966223132036846,0.6160804020100502,0.5312532983346564,3,0,7
2866,0.48279352226720645,0.2316794414169115,0.03642756680731364,0.8647826762955394,0.5045685279187817,0.053019447287615144,0.2472361809045226,0.4507578712605489,0,4,9
2867,0.5050607287449392,0.983951528802442,0.08790436005625879,0.19475056480477929,0.010355329949238578,0.2906857727737973,0.6422110552763819,0.7139133507408919,1,8,9
2868,0.5860323886639676,0.5506428064683765,0.12784810126582277,0.10494204383689126,0.020507614213197967,0.08638689866939611,0.1557788944723618,0.5494853450689036,7,2,8
2869,0.4230769230769231,0.7683001970852565,0.12123769338959212,0.7537833807172508,0.0,0.2149437052200614,0.9105527638190954,0.7881815219835437,3,9,5
2870,0.6366396761133604,0.700094194495635,0.14486638537271448,0.04762604393828407,0.0015431472081218274,0.08485158648925281,0.7336683417085427,0.4128666027267762,8,0,6
2871,0.5890688259109311,0.8966879666657205,0.057665260196905765,0.002217241201711472,0.022639593908629442,0.05568065506653019,0.06974874371859296,0.5779646005515962,6,3,8
2872,0.6720647773279352,0.6288791035564716,0.05935302390998594,0.294649930825239,0.0,0.05117707267144319,0.46331658291457284,0.5272654683291037,4,1,4
2873,0.7884615384615384,0.6419184864044875,0.22362869198312235,0.0001536633884605617,0.000781725888324873,0.09109518935516889,0.500502512562814,0.45439693822764127,4,0,6
2874,0.23785425101214575,0.45334894983318114,0.04753867791842475,0.9091823945268549,1.350253807106599e-06,0.2343909928352098,0.31055276381909547,0.49102164625332123,0,5,1
2875,0.38866396761133604,0.8485425530730465,0.051336146272855133,0.15236901558397817,7.847715736040608e-05,0.0811668372569089,0.2733668341708543,0.4137981671584531,6,3,4
2876,0.5546558704453441,0.7121305478938036,0.04360056258790436,0.29969535335152486,0.0028426395939086294,0.19856704196519956,0.5809045226130652,0.5669464419286595,4,0,1
2877,0.861336032388664,0.5155367757237184,0.2320675105485232,0.0009336857110243532,3.6345177664974616e-06,0.37768679631525076,0.5758793969849245,0.46084905443915686,4,1,6
2878,0.6912955465587045,0.9679030576048839,0.2517580872011252,0.004184955986962951,0.0,0.05619242579324462,0.6733668341708543,0.7014267161665434,1,1,6
2879,0.8633603238866396,0.4152338307389809,0.05260196905766527,0.83249197212731,0.00016548223350253808,0.1637666325486182,0.9738693467336682,0.5343783987187546,3,9,1
2880,0.5,0.6338942508057085,0.04810126582278481,0.6881928878755349,0.0,0.0766632548618219,0.0801005025125628,0.6785873261347417,0,2,3
2881,0.645748987854251,0.45234592038333377,0.07046413502109704,0.5600391557078744,0.016751269035532996,0.10951893551688843,0.9678391959798994,0.4138945358927645,3,9,9
2882,0.695344129554656,0.5887579255625766,0.044866385372714486,0.1644780296470642,3.6345177664974616e-06,0.08587512794268168,0.808040201005025,0.515393758059409,8,0,4
2883,0.5273279352226721,0.46538530323134963,0.035161744022503515,0.6559021837073055,3.6345177664974616e-06,0.36438075742067555,0.264321608040201,0.39229417244496656,0,5,1
2884,0.5840080971659919,0.9057152317143468,0.07834036568213783,0.011500818650077425,0.0,0.12384851586489251,0.5477386934673367,0.6434999288706961,6,8,0
2885,0.7155870445344129,0.8635879948207571,0.4444444444444444,0.1009057058158626,0.0,0.1832139201637666,0.7989949748743719,0.5966647239953558,1,1,6
2886,0.5506072874493928,0.44733077313409686,0.04556962025316456,0.3410678180670688,0.0,0.19037871033776868,0.2301507537688442,0.5730176721902777,7,2,1
2887,0.4018218623481782,0.3169369446539383,0.04247538677918425,0.7275471835805645,0.0,0.21392016376663253,0.43618090452261304,0.3326235699568176,0,5,1
2888,0.6700404858299596,0.7341971957904458,0.05021097046413502,0.2129140858994083,0.0,0.09211873080859773,0.4331658291457286,0.4956244005635276,4,3,4
2889,0.6589068825910931,0.8946819077660256,0.044022503516174406,0.004689498239591535,2.893401015228426e-06,0.11770726714431934,0.9668341708542713,0.6209312890924359,1,6,0
2890,0.8866396761133604,0.7181487245928878,0.189873417721519,0.047222410136181205,0.0004893401015228427,0.05598771750255884,0.7587939698492462,0.6054801686911748,8,6,6
2891,0.6224696356275303,0.47842468607936545,0.12939521800281295,0.056304170683495726,6.34517766497462e-05,0.22415557830092117,0.7346733668341707,0.7159187382120387,8,1,6
2892,0.8036437246963564,0.7953819922311357,0.11842475386779183,0.012610811605860313,0.0,0.08515864892528147,0.6804020100502512,0.5687636809185317,1,6,0
2893,0.42813765182186236,0.9568697336565628,0.0661040787623066,0.0021163327511857554,0.0,0.1688843398157625,0.5025125628140703,0.6633518881388443,6,8,0
2894,0.2965587044534413,0.7422214313892248,0.05611814345991561,0.44903986012958585,0.0015431472081218274,0.08986693961105424,0.5165829145728643,0.5425330292364383,3,0,4
2895,0.9321862348178138,0.6228609268573874,0.35864978902953587,0.2008050718363223,0.0,0.09109518935516889,0.9306532663316582,0.42203998843575186,8,1,6
2896,0.6801619433198381,0.6439245453041822,0.044022503516174406,0.09898844525587397,0.0,0.09007164790174002,0.49648241206030147,0.5597692657161343,4,1,2
2897,0.7611336032388664,0.7662941381855618,0.053445850914205346,0.04802967774038694,9.583756345177665e-05,0.04329580348004094,0.5849246231155778,0.5596637190071266,4,0,2
2898,0.9058704453441295,0.8876607016170941,0.3769338959212377,0.11099655086843428,4.1015228426395935e-05,0.0962128966223132,0.636180904522613,0.6193893893434536,1,1,6
2899,0.7560728744939271,0.219643088018743,0.05218002812939522,0.5893026063603323,2.6091370558375635e-05,0.09723643807574206,0.500502512562814,0.622092302891521,0,5,3
2900,0.39068825910931176,0.4312823019365389,0.04683544303797469,0.41574007145609926,0.0,0.13510747185261002,0.6090452261306532,0.397920270933813,3,0,1
2901,0.6103238866396761,0.47441256827997597,0.07187060478199718,0.6215933105285617,0.0,0.30501535312180145,0.4482412060301507,0.5024665806996369,0,5,1
2902,0.3967611336032389,0.5757185427145607,0.2390998593530239,0.8405646481693674,0.0018172588832487309,0.13613101330603888,0.5316582914572864,0.37222194178410645,0,5,5
2903,0.5809716599190283,0.6679972521005192,0.09015471167369903,0.3057498603830679,1.3401015228426395e-05,0.04728761514841351,0.18894472361809045,0.6204769793449679,7,2,1
2904,0.7925101214574899,0.5977851906112029,0.0950773558368495,0.23713211402558035,0.0,0.03142272262026612,0.8844221105527638,0.5854446499291001,8,6,2
2905,0.659919028340081,0.7512486964378512,0.12461322081575246,0.08556762133595362,0.0,0.6059365404298873,0.6542713567839196,0.43183747642407744,2,8,5
2906,0.6518218623481782,0.700094194495635,0.05007032348804501,0.01563806512163182,0.001380710659898477,0.2906857727737973,0.785929648241206,0.550632591905944,1,6,0
2907,0.7601214574898786,0.7382093135898353,0.21940928270042195,0.02078439609844338,0.0,0.25895598771750256,0.3537688442211055,0.5966326010839188,4,3,6
2908,0.7864372469635628,0.5426185708695974,0.07468354430379746,0.7598378877487939,0.002314720812182741,0.37461617195496416,0.9447236180904521,0.569878804844135,3,9,5
2909,0.6103238866396761,0.7843486682828146,0.043741209563994375,0.005577492604217845,1.8680203045685278e-06,0.0669396110542477,0.2522613065326633,0.43129138692964614,6,3,0
2910,0.7742914979757085,0.7863547271825093,0.06863572433192687,0.02239893130685485,0.0012284263959390861,0.17911975435005117,0.45125628140703516,0.5045866928544878,4,3,0
2911,0.7621457489878543,0.8014001689302199,0.07735583684950774,0.03238886790890082,0.0,0.31832139201637666,0.5979899497487436,0.5600078930582387,4,8,1
2912,0.5506072874493928,0.8996970550152625,0.06624472573839663,0.24318662105712338,0.0,0.12077789150460594,0.650251256281407,0.7212511415106027,1,0,4
2913,0.6943319838056681,0.5396094825200554,0.048523206751054856,0.18264155074169325,3.1776649746192894e-06,0.10337768679631526,0.5869346733668341,0.5317902098543914,4,0,4
2914,0.9331983805668017,0.6559608987023506,0.07271448663853727,0.28657725478318163,0.09431472081218273,0.10133060388945753,0.7748743718592964,0.532515269855401,8,0,9
2915,0.46153846153846156,0.6980881355959403,0.09184247538677918,0.29364084631998183,0.00021015228426395937,0.07502558853633573,0.5105527638190954,0.6523520854653003,6,0,1
2916,0.8380566801619432,0.6920699588968561,0.11308016877637131,0.19475056480477929,9.644670050761421e-06,0.08464687819856703,0.836180904522613,0.44052901846149606,8,6,2
2917,0.6589068825910931,0.7562638436870881,0.04120956399437412,0.006980120066525309,0.001979695431472081,0.1525076765609007,0.9407035175879397,0.646046816848926,8,6,0
2918,0.24190283400809715,0.5606731009668502,0.044444444444444446,0.1170510578999773,0.1482233502538071,0.2773797338792221,0.09547738693467336,0.5022554872816215,7,2,9
2919,0.7540485829959515,0.8856546427173994,0.10126582278481013,0.09636482554220532,5.715736040609137e-06,0.39099283520982603,0.629145728643216,0.5936176363961764,2,8,6
2920,0.45040485829959515,0.9518545864073259,0.06624472573839663,0.39858563486672743,8.30456852791878e-06,0.08004094165813716,0.6562814070351759,0.6773528885380863,1,0,4
2921,0.8319838056680161,0.9719151754042734,0.08185654008438818,0.26135014215175245,0.00016446700507614213,0.38689866939611056,0.7688442211055276,0.5874225034761579,1,6,5
2922,0.881578947368421,0.7111275184439562,0.15330520393811534,0.03733338198466095,0.0,0.22927328556806548,0.7276381909547738,0.490617815366683,8,6,6
2923,0.8714574898785425,0.4162368601888283,0.15330520393811534,0.003196053171810926,0.8111675126903554,0.022620266120777888,0.5829145728643215,0.4847163776369468,5,4,9
2924,0.3765182186234818,0.7171456951430405,0.11293952180028129,0.0012888834568748767,4.314720812182741e-05,0.10337768679631526,0.40201005025125625,0.4682969809052236,6,3,0
2925,0.6487854251012146,0.8234668168268621,0.04571026722925457,0.27648640973061,0.4944162436548223,0.12896622313203684,0.708542713567839,0.7394831882448499,5,4,9
2926,0.6609311740890689,0.9789363815532051,0.1120956399437412,0.03773701578676382,0.0017563451776649744,0.5619242579324463,0.4492462311557789,0.48448233928219053,2,7,5
2927,0.6103238866396761,0.7913698744317462,0.04008438818565401,0.006879211615999592,0.0,0.10030706243602866,0.4884422110552763,0.6243271397300757,6,3,0
2928,0.28238866396761136,0.47441256827997597,0.043459915611814344,0.24419570556238054,0.00166497461928934,0.14943705220061412,0.2472361809045226,0.7699953651227782,7,2,4
2929,0.7844129554655871,0.6178457796081505,0.044585091420534455,0.24823204358340922,6.873096446700508e-06,0.04002047082906857,0.9849246231155778,0.6269933413793577,8,6,4
2930,0.6973684210526315,0.8966879666657205,0.09451476793248945,0.13420549448934915,4.7918781725888324e-05,0.05742067553735925,0.7125628140703517,0.5689013505389765,1,6,2
2931,0.3350202429149798,0.557664012617308,0.05232067510548523,0.6811292963387348,0.0,0.34902763561924255,0.943718592964824,0.6361942610124223,3,9,1
2932,0.7520242914979757,0.6609760459515875,0.04824191279887482,0.10070388891481115,0.0002842639593908629,0.05138178096212897,0.808040201005025,0.5232959942729437,8,0,2
2933,0.701417004048583,0.7071154006445667,0.09353023909985936,0.02300438201000915,0.0,0.19447287615148412,0.4522613065326633,0.6055214695773082,4,3,0
2934,0.5566801619433199,0.8264759051764042,0.0469760900140647,0.4520671136453574,0.00012893401015228424,0.3623336745138178,0.7809045226130653,0.5254941192127133,3,9,1
2935,0.611336032388664,0.793375933331441,0.04289732770745429,0.07446769177812476,0.0,0.2036847492323439,0.40100502512562813,0.41731792045449323,6,3,1
2936,0.6002024291497975,0.8064153161794568,0.047116736990154715,0.0026309658488669115,0.0012081218274111675,0.022210849539406344,0.7527638190954773,0.5508253293745669,1,6,0
2937,0.8228744939271254,0.7793335210335777,0.11645569620253164,0.066899557988696,0.04274111675126903,0.06806550665301944,0.5819095477386934,0.5739217026978656,4,6,8
2938,0.5728744939271254,0.7683001970852565,0.05611814345991561,0.43491267705598546,0.0,0.09109518935516889,0.549748743718593,0.7709728194279367,3,0,4
2939,0.7611336032388664,0.7923729038815935,0.07130801687763713,0.08042129035914206,5.868020304568528e-05,0.27840327533265097,0.20301507537688443,0.5322123966904222,6,3,1
2940,0.6943319838056681,0.6900638999971613,0.03572433192686357,0.39354021234044156,1.0456852791878173e-06,0.08229273285568064,0.4954773869346733,0.5650190672424316,4,0,4
2941,0.5607287449392713,0.6429215158543348,0.04317862165963432,0.050350572102478425,0.0,0.10030706243602866,0.21608040201005022,0.5876703087929586,7,3,4
2942,0.48279352226720645,0.6840457232980772,0.13009845288326302,0.15438718459449252,0.0,0.06581371545547596,0.3467336683417085,0.5073905641242146,7,3,6
2943,0.9362348178137653,0.7502456669880038,0.39099859353023914,0.048836945344592674,0.0,0.09109518935516889,0.6180904522613064,0.4266748656573953,4,1,6
2944,0.6356275303643725,0.8365061996748779,0.06990154711673699,0.4066583109087848,0.0,0.039918116683725684,0.629145728643216,0.4491012468278624,3,0,1
2945,0.5080971659919028,0.7883607860822041,0.44585091420534456,0.2573138041307238,0.0,0.6530194472876151,0.742713567839196,0.7756352305736691,2,7,7
2946,0.4898785425101214,0.7532547553375459,0.06835443037974683,0.5741663387814747,8.913705583756345e-06,0.5527123848515865,0.8924623115577889,0.6927902419773028,9,9,5
2947,0.5263157894736842,0.8665970831702992,0.04613220815752462,0.002550239088446338,0.024771573604060914,0.5066530194472876,0.6030150753768844,0.6124691964224254,2,8,8
2948,0.6062753036437247,0.35304600484844373,0.35864978902953587,0.6962655639175922,0.0041928934010152285,0.1156601842374616,0.060100502512562805,0.38991707699861866,0,5,7
2949,0.5647773279352227,0.8595758770213675,0.1338959212376934,1.7235163349792443e-05,0.6588832487309645,0.1719549641760491,0.3809045226130653,0.5692638805394813,5,4,9
