song_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_labels,agglo_labels,gaussian_labels,pca1,pca2
0,0.6244939271255061,0.8746213187690782,0.06751054852320675,0.015940790473208972,0.11370558375634517,0.40532241555783005,0.5065326633165829,0.5114793518514269,0,8,2,-0.20439095264777918,-0.18988750717220698
1,0.8350202429149797,0.745230519738767,0.20956399437412096,0.0143262552647975,2.152284263959391e-05,0.23029682702149434,0.8040201005025125,0.5830078976472262,7,6,6,-0.31715988870855205,0.12740736904673333
2,0.6852226720647774,0.6669942226506718,0.04289732770745429,0.5650845782341604,1.0253807106598985e-06,0.33367451381780966,0.7095477386934672,0.34408686035252595,2,0,3,0.1977765198879478,0.3000759042599054
3,0.6912955465587045,0.7301850779910564,0.36427566807313644,0.5731572542762176,5.1573604060913705e-05,0.027021494370522002,0.8371859296482411,0.3456012261774194,2,0,5,0.11054697267554525,0.40454349196267614
4,0.3228744939271255,0.6288791035564716,0.09662447257383966,0.6811292963387348,7.401015228426395e-05,0.2835209825997953,0.49949748743718586,0.39381771624455625,1,5,3,0.46163661669211686,0.09393645661250793
5,0.6791497975708503,0.7121305478938036,0.05007032348804501,0.03965427634675244,1.1370558375634517e-05,0.027328556806550663,0.8381909547738693,0.5449193026574826,7,0,1,-0.2497490010282728,0.1374658499418765
6,0.5668016194331984,0.6820396643983825,0.45147679324894513,0.5600391557078744,0.0,0.10644831115660183,0.32060301507537686,0.4102141680395387,3,1,5,0.3730216087000239,-0.05404942893984044
7,0.48582995951417,0.6298821330063189,0.03684950773558369,0.17557795920489305,3.32994923857868e-05,0.06479017400204709,0.543718592964824,0.6581158535745917,5,8,9,0.0507763330534412,-0.08071714235066907
8,0.36133603238866396,0.6549578692525033,0.0919831223628692,0.08354945232543928,0.0,0.07410440122824974,0.5246231155778894,0.8106308480907517,5,3,6,-0.0050969338379059925,-0.18450440753495628
9,0.5688259109311742,0.6830426938482298,0.12250351617440225,0.11402380438420578,0.0,0.10030706243602866,0.35879396984924616,0.6794638227182407,9,1,6,0.04126213612253615,-0.2498414520984974
10,0.8623481781376519,0.876627377668773,0.06005625879043601,0.016949874978466138,0.45685279187817257,0.12384851586489251,0.6693467336683416,0.5921124485459792,4,4,2,-0.3241821426654732,0.006005296111635139
11,0.5637651821862348,0.5345943352708185,0.035443037974683546,0.04964421294879841,0.0,0.1975435005117707,0.23417085427135678,0.6607866442112218,9,2,9,0.1302894519799478,-0.3628582630685352
12,0.2631578947368421,0.6609760459515875,0.08790436005625879,0.11503288888946296,2.99492385786802e-05,0.4984646878198567,0.5396984924623115,0.8461174872540875,5,7,3,0.007469901014872327,-0.19264890453832623
13,0.659919028340081,0.3731065938453912,0.04514767932489451,0.06962408615289035,0.00019999999999999998,0.08219037871033777,0.2844221105527638,0.51389315919656,9,2,1,0.19800438526997594,-0.25447431919855695
14,0.8279352226720648,0.6720093698999087,0.06638537271448663,0.30675894488832506,1.2385786802030455e-06,0.04923234390992835,0.943718592964824,0.5506234139312477,8,0,1,-0.12153049569946572,0.39863025572192623
15,0.6123481781376519,0.7331941663405984,0.05035161744022503,0.24217753655186622,0.000465989847715736,0.2507676560900717,0.6412060301507537,0.565968987623501,0,0,3,-0.026930381090317757,0.04975982553685587
16,0.8228744939271254,0.7562638436870881,0.06947960618846695,0.16750528316283572,0.0,0.11156601842374617,0.9276381909547738,0.5183811888230624,7,6,1,-0.2543282349576639,0.3037610643638613
17,0.4888663967611336,0.5345943352708185,0.2039381153305204,0.8123102820221667,0.0,0.1525076765609007,0.8824120603015074,0.6429630173509612,2,9,5,0.38121320828446914,0.5203411535169727
18,0.7449392712550608,0.5646852187662396,0.043881856540084384,0.01664714962688899,0.0,0.15762538382804503,0.9648241206030149,0.4681730782468232,8,0,8,-0.26115378148358825,0.2699380014256021
19,0.6447368421052632,0.41723988963867564,0.03783403656821378,0.437939930571757,0.0,0.1299897645854657,0.5909547738693467,0.6696342118184779,3,0,9,0.2866071873294412,0.15800550848056383
20,0.6558704453441295,0.9388152035593101,0.1120956399437412,0.09898844525587397,2.2741116751269034e-05,0.06059365404298874,0.8603015075376883,0.47391390141937373,7,6,1,-0.3290430342427979,0.14655083356522747
21,0.26417004048583,0.302894532356075,0.04767932489451477,0.7759832398329086,2.609137055837563e-06,0.0760491299897646,0.08874371859296482,0.373626171912644,1,5,9,0.9031257899443608,-0.15735731768649597
22,0.6751012145748988,0.661979075401435,0.04894514767932489,0.11806014240523446,0.000867005076142132,0.06008188331627431,0.9095477386934673,0.6143139693363864,8,0,1,-0.20622918621289366,0.23704032204460523
23,0.3684210526315789,0.6078154851096766,0.11687763713080168,0.07547677628338194,0.0003269035532994924,0.0962128966223132,0.2904522613065326,0.4576597082321844,9,3,6,0.13701876900223686,-0.3568285323685298
24,0.8724696356275303,0.6258700152069294,0.07946554149085795,0.01937167779108334,0.00015532994923857867,0.035312180143295804,0.88643216080402,0.5731461638360262,8,6,1,-0.2832797957086979,0.22938555769312874
25,0.3977732793522267,0.9608818514559523,0.12250351617440225,0.009745011610929952,0.0,0.2067553735926305,0.3246231155778894,0.6886876872880461,5,3,8,-0.12896464262728957,-0.4175841694355992
26,0.798582995951417,0.8425243763739622,0.05077355836849508,0.00621321584252986,0.0,0.053838280450358246,0.8251256281407034,0.47705735775286456,7,6,1,-0.354397817376788,0.12475950001206237
27,0.6852226720647774,0.6058094262099819,0.05414908579465542,0.06175322701188443,0.0,0.34902763561924255,0.29849246231155774,0.6151629319957964,9,3,3,0.045190071520717856,-0.2839445604749754
28,0.6163967611336032,0.8976909961155678,0.09774964838255978,0.16346894514180704,0.5116751269035533,0.5220061412487206,0.7959798994974874,0.5649135205334238,4,7,0,-0.25786428943735706,0.10659479138070482
29,0.5941295546558704,0.6519487809029612,0.03980309423347398,0.38445845179312704,1.0253807106598985e-06,0.09518935516888433,0.9648241206030149,0.45034945138656246,2,0,9,-0.014848296847479792,0.3986285343070667
30,0.6680161943319839,0.8826455543678572,0.052742616033755275,0.08153128331492494,3.532994923857868e-06,0.1412487205731832,0.8663316582914572,0.4744783468631976,7,6,1,-0.3184063805991687,0.1533328597264192
31,0.3107287449392713,0.9528576158571733,0.19409282700421943,0.0005421609229845717,7.543147208121828e-05,0.30808597748208805,0.5266331658291457,0.5869085368931637,5,3,6,-0.20636413414446275,-0.2766737928514363
32,0.6477732793522267,0.8545607297721307,0.048523206751054856,0.0245180087678949,1.847715736040609e-06,0.03858751279426817,0.7969849246231155,0.5639957230637914,7,6,1,-0.30971973480921033,0.06586136951539168
33,0.6143724696356275,0.9077212906140416,0.05991561181434599,0.0012283383865594464,0.0002649746192893401,0.051586489252814734,0.5356783919597989,0.6515673686287646,5,8,8,-0.23480297030778208,-0.17967670790013612
34,0.4716599190283401,0.40420050679065983,0.04739803094233474,0.39858563486672743,0.0,0.10133060388945753,0.33869346733668343,0.5498065741832749,3,2,9,0.4219059887064295,-0.10558544848384577
35,0.46052631578947373,0.2968763556569908,0.05611814345991561,0.7679105637908512,0.0,0.06786079836233366,0.3115577889447236,0.788131043122714,1,5,9,0.7359762810758252,0.05642827969598996
36,0.6032388663967612,0.7402153724895301,0.057805907172995774,0.1099874663631771,0.0,0.08464687819856703,0.46331658291457284,0.5872114100581424,0,1,1,-0.03573558948374811,-0.16152086509454833
37,0.5991902834008097,0.769303226535104,0.0379746835443038,0.0021163327511857554,0.0016751269035532993,0.11770726714431934,0.32964824120603015,0.44275926631270274,9,3,8,-0.056604404759905136,-0.32339507938267975
38,0.7004048582995951,0.49848527507631296,0.16736990154711673,0.6821383808439919,0.0,0.2528147389969294,0.4773869346733668,0.3731213833043462,1,2,3,0.46354235538978616,0.19644296071417344
39,0.4939271255060729,0.3650823582466122,0.04514767932489451,0.07204588896550757,0.0,0.06509723643807575,0.5467336683417086,0.365774414559939,3,0,1,0.12779717057781603,-0.07507324932592396
40,0.667004048582996,0.8144395517782358,0.06849507735583685,0.23208669149929453,0.0,0.08505629477993859,0.8924623115577889,0.3809501957203103,7,6,1,-0.1827028288887247,0.26293005809438197
41,0.714574898785425,0.697085106146093,0.5780590717299577,0.22805035347826585,0.0,0.03848515864892528,0.9768844221105526,0.8321531987536309,8,1,6,-0.22076904406343278,0.3400805590814364
42,0.6801619433198381,0.3941702122921861,0.0670886075949367,0.5560028176868458,1.065989847715736e-05,0.09518935516888433,0.32060301507537686,0.5969630081729864,3,2,9,0.5005563754073367,0.011023263384029147
43,0.688259109311741,0.5446246297692922,0.19831223628691982,0.8647826762955394,0.00011776649746192893,0.07789150460593652,0.7999999999999999,0.5122227678018291,2,9,5,0.4216863304070253,0.5364198649219031
